shipment_id,order_id,carrier,shipment_date,delivery_date,shipping_cost,distance_km
902450,5005548,DHL,30-01-2025,16-02-2025,654.97,9273.1
902451,5007646,DHL Express,03-05-2026,19-05-2026,476.91,8250.3
902452,5005380,DHL,30-11-2025,02-12-2025,50.73,979.4
902453,5003720,FedEx,,,567.5,8937.1
902454,5000213,DHL,05-11-2023,13-11-2023,286.93,5169.6
902455,5008463,UPS,07-11-2023,20-07-2023,,5946.5
902456,5004043,Maersk,06-02-2026,17-02-2026,485.89,7354.5
902457,5001296,fedex,04-02-2024,05-02-2024,36.9,499.4
902458,5007736,Blue Dart,17-12-2025,01-Jan-26,689.92,10670.4
902459,5009986,fedex,14-05-2026,24-05-2026,283.59,5801.8
902460,5010678,fedex,05-07-2025,06-07-2025,44.38,868.4
902461,5007882,fedex,04-01-2025,17-01-2025,611.98,10331.1
902462,5002811,Maersk,09-09-2025,27-09-2025,686.74,11331
902463,5010741,Maersk,11-05-2026,,427.13,
902464,5003002,DHL Express,21-05-2026,22-05-2026,41.43,578.2
902465,5006370,Blue Dart,19-06-2025,06-30-2025,465.05,7683
902466,5009393,Maersk,22-01-2022,23-01-2022,21.1,280.8
902467,5005760,UPS,12-Dec-23,23-12-2023,473.59,6669.5
902468,5004609,DHL Express,23-05-2026,04-06-2026,514.4,8962.6
902469,5010545,UPS,27-Aug-25,18-09-2025,,11203.3
902470,5011047,DHL Express,18-10-2023,04-11-2023,392.76,9154.7
902471,5009853,Blue Dart,17-08-2025,01-09-2025,461.33,8100.9
902472,5007221,FedEx,10-02-2026,02-18-2026,200.73,3733.3
902473,5000754,Blue Dart,05-Nov-23,,249.89,5018.2
902474,5011692,DHL,12-03-2024,13-03-2024,35.81,428.1
902475,5010058,DHL Express,28-04-2024,15-05-2024,464.17,10037
902476,5006706,DHL,17-06-2026,18-06-2026,54.63,776.9
902477,5009329,DHL Express,,,561.93,8621.1
902478,5004233,FedEx,22-01-2025,23-01-2025,31.54,422.8
902479,5003651,Maersk,,,396.7,6006.3
902480,5010507,DHL,12-07-2023,20-07-2023,325.42,5347.3
902481,5001136,fedex,,,60.42,907
902482,5003495,UPS,24-06-2023,25-06-2023,53.18,1182.8
902483,5011714,UPS,,,,8856.3
902484,5000296,Blue Dart,16-04-2025,17-04-2025,35.93,434.9
902485,5001826,DHL Express,04-07-2025,14-07-2025,329.7,5914.7
902486,5008004,DHL,21-11-2025,01-12-2025,331.2,7613.3
902487,5008817,Blue Dart,20-09-2023,22-09-2023,151.6,2352.5
902488,5004558,FedEx,06-01-2025,22-01-2025,,8611.1
902489,5000131,fedex,07-05-2026,11-05-2026,250.8,3566.4
902490,5002231,UPS,,,507.73,8763
902491,5011952,FedEx,,,640.43,9500
902492,5004353,DHL Express,24-03-2026,31-03-2026,330.8,5915.3
902493,5010537,fedex,,,494.3,8576.1
902494,5005101,fedex,01-06-2025,03-06-2025,80.48,1802.7
902495,5007072,DHL Express,,,299.36,
902496,5009368,DHL,29-06-2024,30-06-2024,45.93,731.5
902497,5006902,fedex,,,137.12,2168.4
902498,5004554,UPS,23-02-2026,07-Mar-26,620.38,10860.7
902499,5007670,DHL Express,26-07-2024,08-08-2024,544.82,11594.8
902500,5005509,UPS,21-05-2025,26-05-2025,262.99,4432.4
902501,5005704,Blue Dart,,,3,130.4
902502,5007765,fedex,20-08-2024,21-08-2024,35.3,239.6
902503,5001990,DHL,01-Dec-24,12-12-2024,425.61,6799.8
902504,5004806,fedex,06-06-2026,18-06-2026,492.96,9510.7
902505,5006079,Maersk,12-02-2023,19-02-2023,169.63,3277.9
902506,5008205,Maersk,24-02-2024,08-03-2024,348.6,8174.6
902507,5005776,Blue Dart,25-04-2026,07-05-2026,446.35,8102.5
902508,5005355,DHL,07-05-2025,08-05-2025,40.52,473.7
902509,5001476,fedex,18-05-2026,05-28-2026,428.88,6344.7
902510,5000637,Maersk,02-20-2025,23-02-2025,164.48,2650.4
902511,5004458,DHL,04-Sep-25,13-09-2025,292.28,5371.8
902512,5004110,DHL Express,04-13-2026,14-04-2026,16.88,284.5
902513,5008370,FedEx,09-06-2026,25-06-2026,477.75,10497.5
902514,5010647,UPS,09-09-2021,14-09-2021,348.11,5099.6
902515,5008517,DHL Express,21-08-2025,29-08-2025,320.1,7194.4
902516,5002224,DHL,13-12-2022,24-12-2022,285.37,6206.4
902517,5001193,Blue Dart,03-04-2026,,579.31,8602.7
902518,5003123,DHL Express,16-04-2023,22-04-2023,200.11,3040.2
902519,5009068,Maersk,24-01-2026,07-02-2026,578.89,8223.7
902520,5011671,DHL,24-08-2025,09-09-2025,556.56,9095.1
902521,5000106,UPS,14-11-2023,02-12-2023,482.3,8357.4
902522,5004595,UPS,16-09-2025,09-17-2025,70.66,867
902523,5001728,DHL,24-05-2025,,448.8,7937.9
902524,5000815,fedex,02-05-2025,14-05-2025,402.6,6996.5
902525,5006145,DHL Express,19-09-2025,24-09-2025,218.6,3394
902526,5007986,FedEx,14-03-2026,18-03-2026,181.27,2886.6
902527,5009296,FedEx,20-10-2024,29-Oct-24,322.42,7330.3
902528,5007708,UPS,29-01-2026,06-02-2026,263.62,4746.1
902529,5011524,UPS,,,705.96,10704.9
902530,5010825,FedEx,04-10-2024,17-10-2024,540.54,8031.4
902531,5008953,Maersk,01-08-2025,12-08-2025,455.48,8056
902532,5009673,Blue Dart,25-10-2024,06-11-2024,753.25,11266
902533,5005409,fedex,26-04-2026,13-05-2026,671.2,11253.7
902534,5007889,Maersk,01-10-2025,28-10-2025,566.89,11676.1
902535,5011308,DHL,06-09-2025,14-09-2025,197.68,4127.2
902536,5001549,FedEx,,,514.71,9679.1
902537,5001882,fedex,17-10-2022,19-10-2022,108.6,1721.3
902538,5005864,DHL Express,08-07-2026,07-09-2026,23.69,114.6
902539,5007010,DHL Express,15-02-2026,21-02-2026,338.65,
902540,5011589,FedEx,15-01-2024,06-02-2024,525.28,9374.3
902541,5001873,UPS,01-02-2025,03-02-2025,122.43,
902542,5009151,DHL Express,,,713.66,11153.8
902543,5001981,fedex,06-09-2024,16-09-2024,209.86,4349
902544,5011994,FedEx,24-03-2024,08-04-2024,339.14,6964.8
902545,5006684,FedEx,16-09-2025,27-09-2025,442.86,10083.9
902546,5003351,Blue Dart,26-Oct-22,11-02-2022,386.52,5582.7
902547,5008477,fedex,08-06-2026,16-06-2026,312.88,6914.1
902548,5010803,DHL,15-10-2020,16-10-2020,54.13,964.8
902549,5009275,DHL Express,,,83.71,
902550,5005138,fedex,18-02-2026,27-02-2026,382.45,5549
902551,5001566,FedEx,01-10-2023,02-10-2023,37.36,597.1
902552,5006959,fedex,21-10-2025,02-11-2025,290.84,5740.9
902553,5010594,Maersk,,,53.91,1095.7
902554,5006650,UPS,03-07-2025,09-07-2025,121.22,2548.7
902555,5007062,fedex,23-10-2024,06-11-2024,506.02,7462.1
902556,5011391,Blue Dart,18-11-2023,01-12-2023,335.49,5499.3
902557,5008920,FedEx,21-09-2024,23-09-2024,139.58,2370.4
902558,5003528,DHL Express,,,390.79,7727.7
902559,5002985,Maersk,19-12-2022,,523.87,11123.8
902560,5001420,UPS,12-01-2026,29-01-2026,465.99,11506.7
902561,5006877,DHL Express,28-05-2026,29-05-2026,24.43,283.9
902562,5011587,DHL Express,16-08-2025,04-09-2025,621.18,11965.3
902563,5001095,fedex,04-26-2026,01-05-2026,162.19,2328.5
902564,5007655,Maersk,05-03-2026,26-03-2026,763,11308.3
902565,5010532,Maersk,10-10-2023,20-10-2023,311.25,6072.3
902566,5011539,DHL,,,493.38,9997
902567,5000470,Maersk,,,251.83,4494.8
902568,5007665,fedex,25-12-2025,26-12-2025,25.26,283
902569,5000118,fedex,24-01-2025,03-02-2025,,
902570,5007694,DHL,19-06-2026,06-22-2026,146.78,2398.9
902571,5004430,UPS,19-07-2026,30-07-2026,504.61,9376.7
902572,5005625,UPS,22-10-2025,12-Nov-25,425.28,9217.7
902573,5001812,UPS,18-05-2026,,269.03,5001.4
902574,5004977,Maersk,27-12-2023,28-12-2023,96.76,1368
902575,5003153,Maersk,25-08-2024,30-08-2024,301.16,4711.2
902576,5003776,DHL Express,20-02-2025,18-03-2025,529.17,10819.9
902577,5001233,Maersk,12-03-2026,29-03-2026,704.25,10932.6
902578,5010093,UPS,,,,9218.5
902579,5008368,fedex,16-05-2025,22-05-2025,145.58,2860
902580,5001240,fedex,10-04-2026,22-04-2026,,7331
902581,5005072,fedex,02-19-2023,21-02-2023,108.89,2096.5
902582,5009447,FedEx,06-25-2025,02-07-2025,312.26,5829.3
902583,5010478,DHL Express,22-08-2025,30-08-2025,259.17,4245.4
902584,5001935,DHL,02-02-2024,16-02-2024,556.2,7940.7
902585,5003290,DHL Express,03-Jul-26,17-07-2026,708.05,10756.8
902586,5009069,DHL,13-Apr-24,25-04-2024,768.13,11400.7
902587,5001928,FedEx,15-12-2023,17-12-2023,120.65,2279.8
902588,5002808,DHL,,,21.49,163.3
902589,5008238,fedex,30-03-2024,10-04-2024,451.6,
902590,5009393,UPS,25-01-2022,28-01-2022,164.51,2447.8
902591,5002523,DHL,20-12-2023,26-12-2023,273.7,4790.6
902592,5010267,fedex,,,351.7,6331.1
902593,5011246,DHL Express,16-12-2024,26-12-2024,230.29,5259.6
902594,5003489,DHL,22-02-2026,23-02-2026,12.34,149
902595,5003177,FedEx,,,21.82,76.3
902596,5009704,DHL Express,,,608.81,11753.4
902597,5011212,DHL Express,24-09-2024,25-09-2024,35.96,781.5
902598,5003934,DHL,18-Jul-26,19-07-2026,42.16,733.2
902599,5008084,Maersk,29-03-2024,06-04-2024,,7589.3
902600,5009117,FedEx,04-04-2023,15-04-2023,434.73,6941.1
902601,5008002,UPS,,,183.71,3927
902602,5008250,Blue Dart,19-02-2024,09-03-2024,767.83,10989.6
902603,5006173,fedex,29-01-2026,02-02-2026,247.57,3931
902604,5009480,fedex,20-12-2025,28-12-2025,329.34,6940.2
902605,5002821,DHL Express,12-12-2025,08-01-2026,469.5,11239.6
902606,5005660,DHL,12-12-2021,18-12-2021,214.32,3943.4
902607,5010026,DHL Express,20-01-2025,05-02-2025,408.68,7358.7
902608,5001340,Maersk,,,342.85,5831
902609,5009946,Blue Dart,,,24.95,298
902610,5010795,FedEx,,,194.88,2851
902611,5004802,FedEx,29-12-2024,30-12-2024,22.34,319.6
902612,5006739,DHL,12-05-2025,22-05-2025,386.85,8307.1
902613,5006133,Maersk,03-06-2026,15-06-2026,310.48,6713.4
902614,5008512,DHL,18-05-2024,23-05-2024,143.51,2961.7
902615,5008085,DHL Express,31-07-2025,,456.25,9324.4
902616,5002500,Maersk,05-01-2026,16-01-2026,290.21,4980.8
902617,5007747,fedex,06-03-2025,07-Mar-25,8.32,78.1
902618,5008538,FedEx,01-07-2025,09-07-2025,353.19,6385
902619,5008141,Blue Dart,04-08-2023,19-08-2023,406.3,8104.5
902620,5011787,Blue Dart,09-09-2023,21-Sep-23,496.72,10196.8
902621,5001152,Blue Dart,,,93.2,1243.3
902622,5006039,UPS,13-03-2023,21-03-2023,502.23,7407.3
902623,5008798,DHL Express,27-05-2024,,493.89,7042.2
902624,5008753,fedex,05-04-2025,25-04-2025,579.72,11808.1
902625,5005243,DHL Express,01-05-2022,03-05-2022,93.6,1382.7
902626,5004089,FedEx,28-11-2024,09-12-2024,364.24,8307.3
902627,5009691,DHL Express,,,385.97,6919.4
902628,5003054,DHL Express,19-12-2025,02-01-2026,401.96,9002.7
902629,5010242,Blue Dart,05-11-2025,12-May-25,32.93,356.6
902630,5007392,UPS,25-02-2024,02-03-2024,194.11,3311.2
902631,5002163,FedEx,18-04-2022,28-04-2022,383.2,8548.3
902632,5003238,UPS,,,227.47,5141.8
902633,5006160,Blue Dart,15-12-2025,16-12-2025,87.44,1155.1
902634,5005481,Blue Dart,28-06-2026,05-07-2026,267.56,5490.5
902635,5008135,DHL,12-11-2025,14-11-2025,69.09,1434.1
902636,5001490,Maersk,30-08-2025,09-10-2025,570.61,9653.5
902637,5007914,DHL,25-01-2025,08-02-2025,480.09,
902638,5011063,FedEx,25-03-2022,30-03-2022,225.12,
902639,5004785,DHL Express,08-08-2025,22-08-2025,645.88,10362.1
902640,5009497,Blue Dart,,,133.14,2203.9
902641,5002949,FedEx,04-Oct-25,05-10-2025,9.22,237.9
902642,5005671,FedEx,24-09-2025,09-10-2025,676.81,10583.6
902643,5005613,DHL Express,17-11-2023,28-11-2023,368.29,7973.6
902644,5008436,fedex,14-02-2025,01-03-2025,382.69,8318.3
902645,5009919,UPS,12-01-2025,23-01-2025,507.53,8848.4
902646,5004624,fedex,01-08-2026,08-08-2026,277.97,4423.8
902647,5002152,UPS,15-05-2025,01-06-2025,545.46,8073.3
902648,5009123,FedEx,08-08-2024,19-08-2024,305.46,6226.9
902649,5003371,Blue Dart,24-Jul-24,09-08-2024,734.39,10517
902650,5008513,FedEx,08-05-2025,05-17-2025,,7045.3
902651,5007280,Blue Dart,09-03-2025,20-09-2025,428.47,10519.7
902652,5007230,UPS,07-10-2025,25-10-2025,439.83,10364.5
902653,5009771,DHL,02-08-2025,13-08-2025,390.42,7788.5
902654,5005480,UPS,30-10-2025,14-11-2025,633.88,10841.1
902655,5007130,Maersk,25-02-2024,01-03-2024,270.59,5365.7
902656,5010847,DHL,17-07-2025,26-07-2025,295.79,6906.4
902657,5005480,Blue Dart,29-10-2025,14-11-2025,689.93,11066.1
902658,5011268,DHL Express,27-07-2025,28-07-2025,85.83,1547.9
902659,5007034,fedex,21-10-2021,24-10-2021,105.88,2348.6
902660,5001402,DHL,17-01-2026,29-01-2026,550.5,10185.2
902661,5007648,UPS,26-Feb-26,01-03-2026,153.45,2921.6
902662,5011429,UPS,06-01-2026,07-01-2026,52.87,720.6
902663,5007132,Blue Dart,02-Aug-25,15-08-2025,638.45,11625.1
902664,5000120,UPS,03-11-2025,14-11-2025,233.8,4789.4
902665,5011078,DHL,13-02-2026,,474.09,10317.9
902666,5005889,Blue Dart,04-06-2021,06-06-2021,85.09,1592.5
902667,5009739,UPS,,,291.52,7343.5
902668,5004708,Maersk,23-05-2025,05-06-2025,583.39,9074.2
902669,5004489,Maersk,08-17-2025,23-08-2025,368.53,5682.4
902670,5009614,Maersk,26-04-2025,05-05-2025,462.16,7202.6
902671,5009054,fedex,20-07-2026,25-07-2026,317.82,4839.4
902672,5001010,DHL Express,26-06-2024,11-07-2024,474.31,7604.7
902673,5004127,UPS,13-01-2026,,261.83,5337.9
902674,5004814,DHL Express,22-11-2023,27-11-2023,180.9,2803.7
902675,5011656,DHL,07-03-2024,03-08-2024,45.4,594.3
902676,5003580,DHL Express,05-01-2026,,,8881.8
902677,5002285,DHL,,,227.68,3706.7
902678,5010113,Maersk,31-07-2025,16-08-2025,589.78,10396.5
902679,5010318,FedEx,22-02-2026,07-03-2026,508.9,8927.6
902680,5003351,FedEx,27-10-2022,11-07-2022,651.63,9315.4
902681,5010633,UPS,15-01-2025,16-01-2025,5.4,68
902682,5007875,fedex,03-26-2022,31-03-2022,291.76,3994.4
902683,5004723,DHL,01-11-2025,18-11-2025,435.37,7943.4
902684,5009737,DHL,18-01-2025,26-01-2025,368.94,6810.6
902685,5010946,fedex,02-08-2026,13-08-2026,641.99,9683.6
902686,5007850,fedex,12-08-2024,17-12-2024,404.24,6528.6
902687,5001927,Blue Dart,23-11-2023,03-12-2023,619.28,8997.5
902688,5004782,Blue Dart,06-11-2024,07-11-2024,53.49,
902689,5009694,DHL Express,,,177.43,3959.1
902690,5009629,fedex,17-07-2025,06-08-2025,625.08,9319.6
902691,5011749,UPS,11-12-2025,23-12-2025,392.69,6214.9
902692,5006225,Maersk,14-04-2026,25-04-2026,495.56,7940.5
902693,5009564,DHL Express,01-08-2026,11-08-2026,197.24,4713
902694,5011444,UPS,08-05-2023,17-05-2023,343.98,5299.6
902695,5004952,FedEx,20-05-2026,,147.45,1996.1
902696,5008676,FedEx,15-02-2026,23-02-2026,358.71,5928.5
902697,5007813,FedEx,,,384.41,6965.5
902698,5002411,DHL,31-12-2025,,312.26,5462.4
902699,5002674,UPS,20-09-2024,29-09-2024,377.03,7752.1
902700,5003704,Blue Dart,15-06-2025,21-06-2025,387.97,5739.9
902701,5007365,DHL,13-02-2024,24-02-2024,454.77,8827.4
902702,5008069,fedex,31-05-2025,10-06-2025,347.07,7966.7
902703,5007978,DHL Express,02-06-2025,27-06-2025,454.69,10569
902704,5011532,Maersk,26-07-2026,27-07-2026,67.58,1192.1
902705,5011282,FedEx,15-12-2024,28-12-2024,268.07,6599.3
902706,5000830,fedex,30-03-2025,06-04-2025,343.42,6103.9
902707,5004104,FedEx,03-07-2026,15-07-2026,,
902708,5006779,fedex,07-04-2024,14-04-2024,261.86,5312.6
902709,5008727,DHL,11-04-2021,04-15-2021,245.46,4131.3
902710,5002934,FedEx,27-03-2023,13-04-2023,573.29,8176.1
902711,5002814,fedex,28-01-2024,14-02-2024,,10419.5
902712,5004648,Maersk,06-04-2024,08-04-2024,86.44,1456.5
902713,5002512,Maersk,25-07-2026,27-07-2026,87.34,1708.9
902714,5008532,UPS,26-12-2022,27-Dec-22,8.15,99.7
902715,5011578,FedEx,06-09-2025,19-09-2025,442.56,10625.3
902716,5011285,Maersk,12-11-2025,16-11-2025,132.57,2409.8
902717,5005644,UPS,,,344.61,8082.8
902718,5000689,DHL Express,26-03-2025,08-04-2025,401.26,7698.9
902719,5007240,UPS,,,729.08,10941
902720,5000188,Blue Dart,27-11-2025,15-12-2025,704.92,9986
902721,5002296,Maersk,,,458.07,9550.2
902722,5011594,fedex,21-05-2026,27-05-2026,365.22,
902723,5011293,UPS,18-09-2022,29-09-2022,300,6093.2
902724,5008038,Maersk,08-03-2025,12-03-2025,156,2993.3
902725,5002137,UPS,19-01-2025,20-01-2025,46.22,726.4
902726,5003911,fedex,14-03-2023,23-03-2023,342.23,5954.4
902727,5007330,Blue Dart,17-06-2024,28-06-2024,595.05,9951.9
902728,5007233,DHL Express,19-04-2025,14-05-2025,520.23,11617
902729,5011690,FedEx,14-03-2024,23-03-2024,315.08,7143.8
902730,5010322,Blue Dart,01-09-2025,07-09-2025,200.18,4203.8
902731,5007513,Blue Dart,01-09-2025,09-10-2025,521.68,7772.7
902732,5008492,DHL Express,21-05-2026,06-06-2026,439.9,7208.6
902733,5001053,UPS,19-11-2025,14-12-2025,493.36,10331.9
902734,5000659,DHL Express,14-12-2022,18-12-2022,181.67,3361.3
902735,5007741,UPS,15-07-2024,28-07-2024,560.84,8725.9
902736,5009923,DHL Express,14-10-2022,26-10-2022,755.41,10987.2
902737,5010862,Blue Dart,07-10-2025,11-10-2025,152.96,2132.2
902738,5006646,DHL Express,17-12-2024,18-12-2024,21.1,
902739,5011639,FedEx,13-01-2023,21-01-2023,317.16,7226.9
902740,5006853,UPS,25-02-2026,08-03-2026,408.79,7574.1
902741,5009555,UPS,26-04-2026,09-05-2026,457.02,8275.8
902742,5000242,DHL,30-07-2025,13-08-2025,664.8,11609.4
902743,5004895,FedEx,14-01-2023,15-01-2023,20.52,457.6
902744,5001271,DHL,01-07-2023,02-07-2023,34.58,395.1
902745,5009319,UPS,07-10-2022,10-10-2022,98.84,2020.9
902746,5000945,FedEx,13-05-2025,18-05-2025,279.29,3937.3
902747,5004814,Maersk,17-11-2023,26-11-2023,453.12,8275.4
902748,5004539,Maersk,20-01-2024,25-01-2024,206.52,3566.9
902749,5007938,UPS,,,59.36,1297.3
902750,5009926,Maersk,27-Jun-26,11-Jul-26,654.88,9762
902751,5010634,Blue Dart,09-03-2022,18-03-2022,392.16,6000.7
902752,5005365,DHL Express,09-04-2026,27-04-2026,775.66,11884.5
902753,5008934,Maersk,24-03-2023,29-03-2023,146.18,3127.8
902754,5004618,Blue Dart,,,149.26,3413.2
902755,5009887,Blue Dart,16-10-2024,31-10-2024,598.32,9509.2
902756,5009709,fedex,09-06-2022,,767.4,10876.4
902757,5005796,UPS,,,521.67,7778.9
902758,5005651,Maersk,08-09-2025,19-09-2025,534.04,
902759,5008674,UPS,07-Dec-24,19-12-2024,619.73,9592.2
902760,5002555,DHL,15-07-2025,29-07-2025,313.59,5984
902761,5009140,DHL Express,18-10-2023,02-11-2023,718.5,11373.3
902762,5005822,Maersk,09-11-2024,11-11-2024,162.84,2110.8
902763,5010296,Maersk,25-05-2026,14-Jun-26,556.05,11458.8
902764,5000668,Maersk,24-03-2025,03-04-2025,544.16,8102.3
902765,5009062,Blue Dart,12-09-2025,13-09-2025,38.39,604.3
902766,5010573,Blue Dart,18-07-2026,25-07-2026,320.22,5782
902767,5003350,Maersk,,,156.65,3250.1
902768,5001821,UPS,03-07-2024,11-07-2024,366.49,
902769,5001776,FedEx,,,429.72,8233.4
902770,5010483,Blue Dart,07-10-2025,10-10-2025,128.02,2856.5
902771,5005176,UPS,22-11-2022,11-24-2022,86.42,1686.2
902772,5008017,DHL,27-12-2025,30-12-2025,131.74,2179.1
902773,5010250,UPS,20-05-2025,06-06-2025,376.86,8919.5
902774,5007161,DHL Express,05-02-2024,02-15-2024,607.75,8756.7
902775,5003554,FedEx,13-07-2026,20-07-2026,311.14,5613
902776,5002470,UPS,,,,10282.3
902777,5010304,FedEx,24-09-2022,10-01-2022,358.43,6173.6
902778,5000266,fedex,,,453.41,7049.2
902779,5002621,Blue Dart,13-04-2023,14-04-2023,52.85,743.8
902780,5005289,fedex,09-06-2024,06-28-2024,493.99,8655.1
902781,5000907,FedEx,,,164.26,2665.9
902782,5004218,Maersk,22-08-2024,04-09-2024,368.1,7857.9
902783,5007393,UPS,13-03-2026,14-03-2026,47.8,672.9
902784,5011256,fedex,17-05-2024,23-05-2024,290.92,5270.9
902785,5007176,FedEx,22-10-2024,26-10-2024,266.34,3829.1
902786,5009586,FedEx,21-01-2025,24-01-2025,157.12,2230.2
902787,5005540,DHL,22-05-2026,31-05-2026,325.35,6722.7
902788,5002105,DHL,,,235.12,3322.8
902789,5002799,DHL,25-06-2026,02-07-2026,,4439
902790,5011201,fedex,18-07-2024,25-07-2024,341.53,6176.1
902791,5011358,fedex,15-May-25,28-05-2025,539.14,10194.2
902792,5009474,UPS,31-01-2024,01-02-2024,25.63,249.9
902793,5008166,FedEx,04-10-2024,14-10-2024,271.2,6406.4
902794,5006953,FedEx,27-05-2025,05-06-2025,215.76,5225
902795,5001192,Maersk,,,308.39,4437.3
902796,5005893,fedex,05-01-2025,16-01-2025,519.85,10251.5
902797,5010991,UPS,19-10-2021,,233.74,5520.6
902798,5006383,DHL Express,21-11-2024,,,9354.1
902799,5007717,Maersk,01-01-2025,13-01-2025,328.2,5510
902800,5000622,UPS,,,477.44,9828.5
902801,5003026,DHL Express,19-01-2026,27-01-2026,320.06,6688.2
902802,5011189,UPS,12-08-2024,21-08-2024,410.69,
902803,5000721,DHL,04-02-2022,06-02-2022,118.37,1591.6
902804,5006179,DHL,06-06-2025,17-06-2025,426.91,8216.3
902805,5002743,DHL Express,,,139.82,2245.2
902806,5004709,UPS,,,789.71,
902807,5004282,DHL Express,,,238.96,4352.7
902808,5001881,Maersk,,,482.72,9740.9
902809,5006576,Blue Dart,,,501.79,8782.3
902810,5003626,FedEx,15-03-2026,27-03-2026,528.15,10124.1
902811,5008437,UPS,01-10-2024,13-10-2024,235.19,5500.5
902812,5002033,fedex,,,445.21,7311.6
902813,5011348,Blue Dart,11-06-2024,13-11-2024,240.26,
902814,5003082,fedex,11-12-2024,,588.24,10410.7
902815,5010649,Blue Dart,13-07-2025,07-20-2025,151.1,3190.3
902816,5004577,FedEx,07-11-2025,11-08-2025,31.24,
902817,5002796,DHL,24-03-2025,01-04-2025,335.15,6588.6
902818,5006252,Blue Dart,01-12-2024,07-12-2024,327.32,4929.9
902819,5008157,DHL,11-04-2025,07-11-2025,172.33,3499.9
902820,5007629,DHL,02-12-2024,,356.12,7870.3
902821,5009658,FedEx,25-09-2024,27-09-2024,73.22,1354.3
902822,5011091,DHL,26-04-2025,11-05-2025,441.47,10095.7
902823,5011389,DHL,25-03-2022,26-03-2022,16.51,249.6
902824,5007459,UPS,28-03-2025,31-03-2025,111.44,1666.9
902825,5005220,Blue Dart,,,499.11,11579.2
902826,5011764,Blue Dart,,,494.55,9516.6
902827,5000695,DHL,20-Oct-21,06-11-2021,526.96,11095.9
902828,5007809,DHL Express,23-09-2024,24-Sep-24,,880.9
902829,5001231,fedex,10-06-2024,16-06-2024,376.56,5416.6
902830,5007545,UPS,,,731.97,11159.5
902831,5005458,DHL,21-04-2022,,11.15,32.8
902832,5006846,Blue Dart,27-Feb-24,16-03-2024,443.9,10924.6
902833,5011209,Maersk,12-03-2026,28-03-2026,484.88,8408.7
902834,5009479,fedex,03-18-2025,19-03-2025,67.38,1206.6
902835,5004932,DHL Express,10-19-2025,23-10-2025,149.52,2465.3
902836,5000736,DHL,15-May-26,04-06-2026,480.72,8882.1
902837,5011940,DHL,02-12-2022,,416.97,9661.5
902838,5002000,DHL,11-05-2025,25-05-2025,453.75,10603.5
902839,5005485,FedEx,31-10-2023,11-Nov-23,376.05,8446.7
902840,5009901,UPS,04-04-2023,15-04-2023,221.47,4951.1
902841,5009220,Maersk,,,135.4,2556.8
902842,5008114,Maersk,11-02-2026,18-02-2026,332.22,5155
902843,5003534,fedex,25-03-2026,11-04-2026,419.22,9914.8
902844,5008179,FedEx,03-07-2025,15-07-2025,267.41,5470.6
902845,5000427,DHL Express,29-07-2024,08-08-2024,376.73,5899.1
902846,5010552,DHL Express,,,499.9,8767.3
902847,5004200,FedEx,22-07-2026,06-08-2026,439.88,10156.9
902848,5001030,FedEx,,,286.71,6454.9
902849,5009003,DHL,10-09-2021,,526.33,10912.3
902850,5005980,DHL,12-08-2024,27-08-2024,415.66,9876.8
902851,5007855,Maersk,01-12-2024,05-12-2024,170.06,2632.2
902852,5010924,DHL,,,695.88,11714.6
902853,5004078,UPS,28-12-2025,01-02-2026,252.59,4095.1
902854,5006089,DHL Express,11-05-2024,16-05-2024,,4499.2
902855,5003814,fedex,19-03-2026,06-04-2026,630.45,9783.8
902856,5004078,UPS,24-12-2025,01-01-2026,372.75,6936.1
902857,5010351,Blue Dart,26-10-2024,30-10-2024,123.54,1938.6
902858,5009504,DHL Express,,,87.19,1750.8
902859,5003549,DHL Express,06-09-2022,09-10-2022,107.63,2150.3
902860,5011319,FedEx,20-03-2024,28-03-2024,430.26,7000.5
902861,5003987,DHL Express,11-03-2022,30-03-2022,558.39,9582.5
902862,5006141,fedex,04-10-2025,08-Oct-25,103.19,2123.5
902863,5000278,Maersk,10-12-2024,,431.14,8755
902864,5008652,UPS,02-10-2025,11-10-2025,493.5,7787.5
902865,5011351,FedEx,07-09-2025,10-09-2025,83.16,1730.5
902866,5008833,UPS,16-08-2025,17-08-2025,34.55,464.7
902867,5004707,FedEx,30-06-2026,13-07-2026,766.04,11498.5
902868,5005307,UPS,12-12-2025,27-12-2025,433.3,7405.9
902869,5000273,Blue Dart,28-11-2021,30-11-2021,110.86,1740.6
902870,5002429,DHL,12-02-2025,,256.68,5302.1
902871,5004857,FedEx,07-03-2025,19-03-2025,383.54,9158.1
902872,5001928,Blue Dart,17-12-2023,28-12-2023,368.85,
902873,5011221,UPS,21-11-2024,10-12-2024,573.12,9946.3
902874,5005543,fedex,18-02-2026,20-02-2026,77.85,1174.1
902875,5000149,DHL Express,03-07-2026,15-07-2026,636.07,9002.5
902876,5011047,DHL,,,447.98,9597.1
902877,5004801,DHL Express,07-09-2024,18-07-2024,382,6491
902878,5001956,UPS,09-09-2023,,176.9,3264.5
902879,5007430,fedex,21-04-2025,05-14-2025,595.46,11571.3
902880,5011135,DHL Express,23-Aug-24,03-09-2024,577.6,10316.7
902881,5007526,DHL Express,21-Apr-26,27-04-2026,188.2,3899.1
