order_id,customer_id,warehouse_id,order_date,ship_date,order_status,order_total,Column1
5005935,302950,516,04-10-2025,12-10-2025,Shipped,4841.36,
5005936,300364,528,24-11-2024,24-11-2024,Shipped,36879.19,
5005937,302683,525,27-07-2023,01-08-2023,Returned,111604.06,
5005938,301620,532,02-03-2026,13-Mar-26,delivered,6449.87,
5005939,302691,537,05-21-2025,25-05-2025,delivered,50889.48,
5005940,302726,535,12-08-2023,08-24-2023,Returned,43940.8,
5005941,301845,501,04-02-2025,10-02-2025,Cancelled,94473.68,
5005942,301049,522,26-05-2024,28-05-2024,Delivered,,
5005943,302680,510,08-07-2025,10-07-2025,Returned,8228.95,
5005944,302298,521,25-06-2025,01-07-2025,pending ,,
5005945,302742,514,24-Apr-24,26-04-2024,Shipped,51907.88,
5005946,300349,539,13-05-2023,19-05-2023,Pending,4932.32,
5005947,302123,528,13-05-2024,24-05-2024,delivered,50963.95,
5005948,300999,536,17-11-2025,26-11-2025,pending ,34493.02,
5005949,302536,529,19-09-2022,23-09-2022,Pending,12149.47,
5005950,302605,536,12-08-2022,17-08-2022,Shipped,40293.59,
5005951,300120,517,25-11-2024,02-12-2024,Delivered,9964.01,
5005952,301065,501,26-04-2024,28-04-2024,Pending,21922.66,
5005953,302019,528,31-07-2024,,Shipped,2374.62,
5005954,301498,527,04-12-2025,12-14-2025,delivered,125355.49,
5005955,301397,539,05-02-2025,08-02-2025,Cancelled,65108.63,
5005956,302121,510,29-07-2024,30-07-2024,SHIPPED,23122.17,
5005957,302387,518,03-28-2025,03-04-2025,Delivered,33458.48,
5005958,300468,521,16-02-2025,25-02-2025,Shipped,45255.45,
5005959,301867,501,08-06-2024,18-06-2024,Shipped,63320.92,
5005960,300778,529,11-08-2024,11-08-2024,SHIPPED,40117.22,
5005961,302927,507,16-04-2026,19-04-2026,pending ,,
5005962,300503,531,02-05-2025,03-05-2025,Delivered,5587.72,
5005963,300324,512,02-07-2025,12-02-2025,pending ,93599.01,
5005964,302507,509,04-10-2025,15-10-2025,Cancelled,66845.59,
5005965,302028,521,12-09-2022,18-09-2022,delivered,22114.26,
5005966,300072,520,07-05-2025,08-05-2025,pending ,11579.71,
5005967,300113,516,21-06-2026,25-06-2026,pending ,9122.42,
5005968,301631,503,17-05-2025,19-May-25,delivered,20178.49,
5005969,301272,521,13-01-2025,20-01-2025,Shipped,259556.49,
5005970,301308,528,25-02-2024,25-02-2024,Cancelled,65969.48,
5005971,301380,534,13-11-2025,20-11-2025,pending ,158942.21,
5005972,302454,526,20-09-2024,09-25-2024,Returned,105922.3,
5005973,301445,515,03-12-2021,15-03-2021,Shipped,189064.89,
5005974,301046,511,25-05-2026,27-05-2026,Shipped,0,
5005975,301475,521,10-07-2025,20-07-2025,Cancelled,85543.41,
5005976,301880,512,05-01-2026,,Returned,55938.26,
5005977,300688,508,26-03-2023,31-03-2023,Delivered,,
5005978,300047,502,06-04-2025,06-04-2025,SHIPPED,56386.39,
5005979,300518,502,29-10-2023,31-10-2023,Cancelled,6824.83,
5005980,302592,502,08-08-2024,10-08-2024,delivered,109319.42,
5005981,300628,539,22-04-2026,27-04-2026,SHIPPED,27952.07,
5005982,302776,511,13-06-2024,15-06-2024,Shipped,95553.91,
5005983,301475,532,05-12-2025,06-12-2025,SHIPPED,159327.02,
5005984,300930,529,08-11-2025,14-Nov-25,Shipped,54335.85,
5005985,302157,516,13-12-2025,19-12-2025,Cancelled,16438.42,
5005986,301687,505,20-02-2026,27-02-2026,Delivered,45265.73,
5005987,302577,525,27-03-2024,28-03-2024,pending ,26848.97,
5005988,301255,510,13-03-2024,21-03-2024,Cancelled,94561.51,
5005989,302801,507,03-09-2024,13-09-2024,Pending,,
5005990,300356,532,11-08-2024,21-08-2024,Delivered,,
5005991,302189,527,17-05-2024,28-May-24,Returned,139977.67,
5005992,301936,506,12-03-2023,12-03-2023,Delivered,68677.12,
5005993,301207,508,09-Feb-24,10-02-2024,delivered,39875.28,
5005994,301960,507,12-01-2024,23-01-2024,SHIPPED,63918.32,
5005995,301936,537,29-06-2022,01-07-2022,Delivered,,
5005996,300679,527,31-10-2025,06-11-2025,Pending,128025.34,
5005997,302632,514,02-03-2026,13-03-2026,SHIPPED,88995.41,
5005998,301575,537,01-Jun-25,,Returned,46484.16,
5005999,300276,535,05-01-2023,16-01-2023,pending ,61085.23,
5006000,301413,532,25-08-2025,30-08-2025,Returned,16635.14,
5006001,302023,515,09-02-2026,,Returned,,
5006002,302359,502,05-06-2026,09-06-2026,Pending,,
5006003,301140,536,08-04-2024,18-04-2024,pending ,138546.99,
5006004,300603,531,29-11-2022,09-Dec-22,Cancelled,86779.73,
5006005,301134,509,02-21-2026,23-02-2026,Delivered,41542.23,
5006006,302519,507,03-04-2021,04-04-2021,SHIPPED,255654.19,
5006007,300543,502,04-08-2025,12-08-2025,SHIPPED,,
5006008,301126,535,13-09-2025,09-14-2025,Pending,,
5006009,302643,509,06-07-2025,15-Jul-25,SHIPPED,4619.98,
5006010,301509,524,24-08-2025,28-08-2025,Pending,,
5006011,300995,514,12-12-2024,18-12-2024,pending ,,
5006012,302547,519,14-12-2025,19-12-2025,delivered,119741.02,
5006013,300079,525,14-08-2025,25-08-2025,Pending,,
5006014,301836,526,01-11-2025,10-11-2025,pending ,11827.67,
5006015,301482,522,12-07-2026,22-07-2026,SHIPPED,14097.4,
5006016,300955,512,11-07-2025,12-07-2025,delivered,,
5006017,302834,525,26-04-2026,30-04-2026,pending ,1484.06,
5006018,300285,516,26-10-2022,26-10-2022,pending ,3210.42,
5006019,302930,530,19-05-2026,19-05-2026,pending ,88330.37,
5006020,302191,504,05-May-26,15-05-2026,Shipped,,
5006021,301686,538,11-11-2025,11-14-2025,delivered,74712.34,
5006022,301565,511,19-03-2026,26-Mar-26,Returned,,
5006023,300731,530,21-05-2026,28-May-26,delivered,76495.35,
5006024,301638,536,12-12-2024,19-12-2024,SHIPPED,111728.32,
5006025,301133,525,29-09-2025,06-10-2025,Delivered,110500.14,
5006026,302051,531,22-10-2024,22-10-2024,Pending,6275.59,
5006027,302286,526,24-11-2023,,Cancelled,38546.47,
5006028,300966,519,24-12-2024,05-01-2025,Shipped,22209.37,
5006029,300917,509,23-12-2025,23-12-2025,Pending,,
5006030,300610,540,21-Apr-26,28-04-2026,SHIPPED,61892.21,
5006031,301003,510,28-12-2024,31-12-2024,Pending,113784.22,
5006032,300835,535,11-27-2024,29-Nov-24,Pending,15497.54,
5006033,300535,507,20-12-2024,24-12-2024,Delivered,100011.57,
5006034,301643,538,22-09-2024,30-09-2024,SHIPPED,13727.47,
5006035,302496,511,03-Apr-24,14-04-2024,Delivered,,
5006036,301099,503,16-04-2025,24-04-2025,SHIPPED,,
5006037,302957,509,26-05-2026,28-05-2026,Pending,26011.91,
5006038,301358,537,21-07-2022,01-08-2022,Cancelled,58920.27,
5006039,301819,504,08-03-2023,10-03-2023,Delivered,26920.47,
5006040,302197,527,14-09-2025,16-09-2025,delivered,35549.94,
5006041,302551,508,10-09-2025,14-09-2025,Pending,712.06,
5006042,301841,504,31-05-2026,05-06-2026,Returned,16600.03,
5006043,301381,516,08-08-2025,16-08-2025,Cancelled,58506.66,
5006044,300556,528,03-09-2022,04-09-2022,Pending,105571.32,
5006045,300915,536,15-09-2022,25-09-2022,Cancelled,99362.13,
5006046,302886,517,20-02-2026,25-02-2026,Pending,,
5006047,301148,504,08-06-2025,14-06-2025,Delivered,212725.6,
5006048,302642,525,12-Dec-23,15-12-2023,Cancelled,29196.34,
5006049,302704,540,15-03-2026,26-03-2026,Delivered,34818.54,
5006050,302895,528,17-10-2022,25-10-2022,delivered,101255.35,
5006051,300421,531,14-10-2025,14-10-2025,Pending,-3496.49,
5006052,301979,502,01-02-2025,04-02-2025,Delivered,145836.12,
5006053,300035,514,09-03-2025,10-03-2025,Pending,38640.88,
5006054,300461,513,02-01-2023,10-01-2023,Shipped,26849.29,
5006055,301370,519,21-08-2021,08-29-2021,Returned,67292.17,
5006056,300227,506,07-11-2026,17-07-2026,delivered,83749.72,
5006057,302769,524,27-04-2026,30-Apr-26,Shipped,40795.34,
5006058,301300,520,03-05-2026,05-05-2026,Delivered,8604.52,
5006059,301473,513,26-12-2025,06-01-2026,delivered,,
5006060,302172,522,03-02-2026,15-02-2026,Returned,158127.6,
5006061,300617,526,26-03-2023,30-03-2023,Returned,6086.21,
5006062,300630,502,05-05-2023,05-05-2023,Shipped,125483.27,
5006063,300163,528,13-10-2022,22-Oct-22,pending ,103248.12,
5006064,302660,517,07-09-2022,07-09-2022,Cancelled,63682.11,
5006065,301427,533,16-05-2021,16-05-2021,Cancelled,530.35,
5006066,300904,532,26-05-2025,31-05-2025,Returned,71397.59,
5006067,300725,508,09-07-2026,19-07-2026,Cancelled,43750.39,
5006068,302324,537,02-01-2026,,Shipped,,
5006069,302942,522,29-06-2024,01-07-2024,Returned,44477.04,
5006070,302656,534,31-05-2023,06-06-2023,Cancelled,,
5006071,301614,517,23-09-2023,27-09-2023,pending ,10877.98,
5006072,302747,537,11-16-2024,19-11-2024,Returned,116959.09,
5006073,302971,522,03-12-2023,07-12-2023,Pending,24541.07,
5006074,300356,529,29-12-2022,,SHIPPED,25418.98,
5006075,300570,536,27-11-2024,28-11-2024,Returned,52334.21,
5006076,301218,531,17-07-2026,17-07-2026,SHIPPED,49536.93,
5006077,302804,534,12-01-2024,01-16-2024,Pending,56585.96,
5006078,301312,520,20-01-2024,26-01-2024,delivered,,
5006079,302966,536,11-02-2023,,Shipped,98097.8,
5006080,301341,539,14-07-2022,26-07-2022,Cancelled,72917.79,
5006081,300303,523,27-07-2023,28-07-2023,pending ,14075.79,
5006082,301388,529,27-09-2025,09-10-2025,SHIPPED,193600.23,
5006083,300528,538,28-07-2022,09-08-2022,Returned,37993.79,
5006084,301489,512,09-03-2026,14-03-2026,SHIPPED,98400.42,
5006085,301609,508,08-03-2021,19-03-2021,Shipped,64348.7,
5006086,300495,501,15-02-2024,15-02-2024,Pending,1087.72,
5006087,301453,535,12-01-2025,12-07-2025,delivered,-10871.22,
5006088,300455,504,11-03-2024,23-03-2024,Cancelled,83866.24,
5006089,300062,508,05-10-2024,17-05-2024,pending ,174383.15,
5006090,300249,530,02-03-2025,15-02-2025,pending ,62818.77,
5006091,300316,504,27-08-2024,02-09-2024,Delivered,87881.39,
5006092,301779,510,12-11-2024,23-11-2024,Shipped,77631.18,
5006093,301440,518,08-04-2026,18-04-2026,Delivered,45881.51,
5006094,301616,522,19-07-2026,29-07-2026,Shipped,65022.75,
5006095,301354,518,02-08-2025,13-08-2025,Shipped,70932.94,
5006096,301542,522,17-01-2022,27-01-2022,Returned,81648.78,
5006097,301143,505,02-05-2025,05-05-2025,Delivered,84288.82,
5006098,300122,523,13-05-2024,15-05-2024,Cancelled,20102.31,
5006099,301281,540,19-06-2024,27-06-2024,Cancelled,34108.77,
5006100,300274,519,11-09-2024,14-09-2024,SHIPPED,,
5006101,302220,517,17-04-2023,27-04-2023,pending ,63604.95,
5006102,300210,510,03-29-2023,08-Apr-23,Delivered,50345.32,
5006103,300806,501,27-07-2024,,Cancelled,42877.98,
5006104,302714,502,11-09-2025,09-12-2025,Pending,23182.07,
5006105,302077,538,03-10-2023,04-Oct-23,Delivered,44570.02,
5006106,300352,517,08-04-2023,10-04-2023,Pending,,
5006107,301307,532,20-08-2023,22-08-2023,pending ,86390.05,
5006108,300424,516,09-05-2023,09-05-2023,delivered,99879.49,
5006109,301354,501,12-12-2025,16-12-2025,SHIPPED,102561.18,
5006110,302347,518,08-Jun-23,11-06-2023,SHIPPED,38733.27,
5006111,302815,502,01-07-2024,12-Jul-24,delivered,40632.14,
5006112,302627,527,16-02-2024,02-23-2024,Pending,72655.77,
5006113,302280,515,01-04-2022,05-04-2022,Delivered,64274.42,
5006114,302845,531,19-01-2025,21-01-2025,Delivered,51562.44,
5006115,301421,513,02-06-2023,07-06-2023,SHIPPED,50611.03,
5006116,300481,506,24-02-2026,04-03-2026,SHIPPED,41203.59,
5006117,302629,539,29-06-2025,01-07-2025,SHIPPED,48766.18,
5006118,302183,510,05-08-2023,08-Aug-23,Delivered,136467.88,
5006119,301456,523,01-11-2024,09-11-2024,Shipped,41617.29,
5006120,300062,518,28-04-2023,07-May-23,Returned,,
5006121,302437,512,25-07-2025,,pending ,54911.79,
5006122,302646,533,21-03-2025,23-03-2025,Delivered,76940.14,
5006123,300278,510,03-06-2025,12-06-2025,SHIPPED,136310.45,
5006124,300696,520,28-05-2026,28-05-2026,Cancelled,78184.27,
5006125,300154,522,20-06-2023,21-06-2023,delivered,28090.74,
5006126,302944,514,30-09-2025,04-10-2025,Delivered,144792.71,
5006127,300304,528,23-05-2023,27-05-2023,Returned,7138.55,
5006128,302931,508,26-04-2022,01-05-2022,Pending,87617,
5006129,301859,536,05-28-2024,05-06-2024,SHIPPED,1377.86,
5006130,302391,511,27-04-2022,29-04-2022,Returned,36067.41,
5006131,301947,502,29-May-26,31-05-2026,delivered,97300.21,
5006132,302558,523,23-12-2023,27-12-2023,Shipped,56843.46,
5006133,302633,540,03-06-2026,03-06-2026,delivered,,
5006134,302544,531,31-05-2023,31-05-2023,Delivered,30811.24,
5006135,301915,516,26-07-2023,02-08-2023,Delivered,104011.48,
5006136,302375,538,09-03-2021,12-03-2021,Cancelled,10597.98,
5006137,302736,534,08-01-2026,10-08-2026,Cancelled,210444.01,
5006138,301609,525,11-04-2023,12-04-2023,Delivered,88406.95,
5006139,302387,533,31-08-2023,07-09-2023,delivered,24355.26,
5006140,300508,505,12-12-2024,23-12-2024,SHIPPED,,
5006141,300132,506,02-10-2025,13-10-2025,Delivered,,
5006142,301985,526,03-02-2026,09-02-2026,pending ,40709.5,
5006143,302033,537,01-04-2026,12-04-2026,delivered,10150.5,
5006144,302361,535,30-04-2025,01-05-2025,Shipped,846.82,
5006145,301024,512,09-17-2025,24-09-2025,Returned,80986.98,
5006146,301595,538,01-03-2026,05-03-2026,pending ,,
5006147,302742,513,05-18-2026,27-05-2026,Cancelled,117987.23,
5006148,302732,524,10-07-2022,19-07-2022,Returned,34476.43,
5006149,302587,502,28-05-2023,01-06-2023,Shipped,0,
5006150,301169,506,15-09-2024,21-09-2024,Returned,71060.35,
5006151,300101,526,04-06-2023,15-06-2023,SHIPPED,29182.05,
5006152,302073,536,06-03-2025,09-03-2025,Cancelled,92027.1,
5006153,302748,522,19-11-2024,23-11-2024,delivered,18369.98,
5006154,301520,521,15-05-2023,16-05-2023,SHIPPED,,
5006155,302862,514,10-12-2021,10-12-2021,pending ,,
5006156,300579,526,31-01-2026,,SHIPPED,43638.7,
5006157,300364,518,02-10-2022,02-Oct-22,Pending,80551.83,
5006158,302980,504,25-05-2026,27-05-2026,Returned,4383.45,
5006159,302342,504,09-04-2025,21-04-2025,Pending,10410.28,
5006160,302360,525,15-12-2025,15-12-2025,SHIPPED,145006.38,
5006161,300159,511,24-11-2023,26-11-2023,pending ,142524.43,
5006162,300102,520,21-10-2024,24-10-2024,Returned,,
5006163,300482,525,20-03-2025,29-03-2025,SHIPPED,36520.01,
5006164,301948,527,03-09-2024,15-09-2024,delivered,11125.56,
5006165,300767,538,03-07-2022,07-07-2022,Returned,27721.46,
5006166,302016,530,20-03-2026,25-03-2026,SHIPPED,120781.89,
5006167,300804,514,13-05-2025,17-05-2025,Shipped,-3111.26,
5006168,300725,512,26-02-2025,02-03-2025,Pending,77619.28,
5006169,300222,517,26-07-2025,27-07-2025,Pending,86035.82,
5006170,300233,525,23-04-2024,25-04-2024,SHIPPED,144762.88,
5006171,302580,502,03-07-2025,03-07-2025,SHIPPED,93729.58,
5006172,301874,533,21-09-2023,24-09-2023,Delivered,46846.49,
5006173,301757,530,27-01-2026,08-02-2026,pending ,58994.3,
5006174,302083,540,22-09-2025,01-10-2025,pending ,13133.42,
5006175,300619,522,07-11-2023,15-11-2023,Cancelled,,
5006176,301774,539,04-03-2026,11-03-2026,pending ,76699.35,
5006177,301853,518,09-07-2024,12-07-2024,delivered,,
5006178,300259,514,15-01-2025,23-Jan-25,Shipped,16884.05,
5006179,300167,530,03-06-2025,14-06-2025,Shipped,116966.52,
5006180,300310,501,11-02-2026,12-02-2026,Delivered,18611.38,
5006181,302966,535,29-08-2025,08-09-2025,Shipped,9207.48,
5006182,302932,510,01-03-2022,05-03-2022,Returned,149443.35,
5006183,300133,506,01-04-2024,11-04-2024,Cancelled,115153.3,
5006184,300807,522,20-07-2026,26-Jul-26,Delivered,50764.58,
5006185,301345,514,27-02-2025,,Pending,6636.09,
5006186,302992,529,18-08-2024,26-08-2024,Cancelled,3032.02,
5006187,300244,529,03-06-2024,05-06-2024,Returned,131734.74,
5006188,302552,531,05-10-2022,10-10-2022,SHIPPED,17944.25,
5006189,302532,536,18-11-2025,30-Nov-25,Pending,92847.45,
5006190,302297,520,31-01-2025,09-02-2025,Cancelled,5075.08,
5006191,300172,515,27-06-2024,27-06-2024,SHIPPED,22126.8,
5006192,300161,512,28-09-2024,03-10-2024,Returned,,
5006193,302780,506,09-02-2025,,pending ,,
5006194,300793,505,23-09-2025,26-09-2025,Pending,,
5006195,301021,504,14-11-2024,15-11-2024,delivered,29667.85,
5006196,302365,523,16-08-2025,19-Aug-25,Cancelled,58664.34,
5006197,300093,505,26-03-2026,03-30-2026,Delivered,75027.05,
5006198,300551,530,10-11-2025,22-11-2025,pending ,74106.72,
5006199,300707,506,26-12-2023,31-12-2023,Cancelled,141970.36,
5006200,301586,511,16-08-2025,19-08-2025,Pending,-10413.66,
5006201,301189,520,06-10-2022,08-10-2022,delivered,95730.99,
5006202,301835,511,18-02-2026,21-02-2026,Shipped,,
5006203,301679,507,31-07-2026,08-11-2026,delivered,39276.19,
5006204,301301,522,12-07-2024,20-07-2024,Delivered,,
5006205,302152,503,24-04-2025,27-04-2025,pending ,136305.56,
5006206,300583,538,17-03-2026,03-27-2026,Returned,73059.99,
5006207,300383,530,10-12-2024,21-12-2024,Pending,37586.46,
5006208,302520,512,05-05-2025,11-05-2025,SHIPPED,,
5006209,302542,536,30-08-2024,30-08-2024,Shipped,136587.49,
5006210,302804,528,30-07-2023,,Shipped,5706.77,
5006211,300692,507,07-02-2024,12-02-2024,Returned,266.27,
5006212,302012,516,15-06-2025,27-06-2025,Returned,81395.18,
5006213,302075,515,07-01-2025,13-01-2025,Pending,39694.3,
5006214,300684,503,13-10-2025,16-10-2025,pending ,172683.35,
5006215,302893,536,03-10-2025,06-10-2025,Shipped,73529.46,
5006216,301247,521,02-10-2023,02-10-2023,Shipped,39454.47,
5006217,300250,518,08-04-2026,08-04-2026,Pending,0,
5006218,301657,508,29-05-2025,,Returned,27036.72,
5006219,302986,527,23-03-2026,04-04-2026,Returned,,
5006220,302345,513,29-12-2024,03-01-2025,SHIPPED,67746.37,
5006221,302050,539,22-11-2023,02-12-2023,pending ,79294.9,
5006222,301289,517,11-18-2025,23-11-2025,pending ,3383.97,
5006223,300515,521,25-05-2026,30-05-2026,Returned,16829.93,
5006224,300281,501,08-10-2022,18-10-2022,Delivered,25042.11,
5006225,302507,511,09-04-2026,19-04-2026,SHIPPED,104137.17,
5006226,300688,529,31-01-2025,11-02-2025,delivered,,
5006227,301125,539,10-01-2026,17-01-2026,delivered,7774.85,
5006228,301376,501,15-05-2026,,Delivered,33488.19,
5006229,302494,530,26-06-2025,05-07-2025,Pending,107223.67,
5006230,302220,525,01-31-2024,08-02-2024,Returned,58565.98,
5006231,300170,509,05-11-2025,15-11-2025,Returned,63989.25,
5006232,300472,510,05-02-2025,16-02-2025,Shipped,14500.35,
5006233,302716,504,11-10-2023,23-10-2023,Cancelled,0,
5006234,301012,533,11-04-2025,17-04-2025,pending ,9309.35,
5006235,300823,533,13-07-2024,18-07-2024,Shipped,26612.63,
5006236,300750,506,14-Mar-22,03-18-2022,SHIPPED,89340.72,
5006237,302340,518,10-08-2023,16-08-2023,Returned,6779.89,
5006238,301054,525,24-03-2026,28-03-2026,Shipped,,
5006239,300058,529,10-07-2025,,Delivered,132486.59,
5006240,301475,503,24-07-2024,30-07-2024,Shipped,46639.89,
5006241,301387,536,08-05-2023,08-05-2023,Returned,,
5006242,301135,517,01-01-2026,13-01-2026,Pending,60334.48,
5006243,300578,520,11-03-2025,,Returned,29818.19,
5006244,302580,532,09-09-2025,20-09-2025,pending ,5707.86,
5006245,302630,521,03-12-2022,08-12-2022,Shipped,57049.18,
5006246,301767,507,16-Jan-25,27-01-2025,Delivered,-1780.59,
5006247,300007,537,17-02-2026,19-02-2026,Delivered,141443.62,
5006248,302796,521,26-12-2022,06-01-2023,Returned,66421.8,
5006249,302063,508,18-01-2025,25-01-2025,Delivered,58880.74,
5006250,300826,515,03-05-2025,06-05-2025,delivered,126306.11,
5006251,302626,507,24-05-2026,04-06-2026,Shipped,-8801.39,
5006252,301882,540,28-11-2024,02-12-2024,pending ,104128.05,
5006253,300287,505,13-04-2025,14-04-2025,SHIPPED,0,
5006254,302324,535,08-06-2022,13-06-2022,Delivered,,
5006255,301698,502,13-02-2024,19-02-2024,Delivered,82436.83,
5006256,300759,534,03-02-2025,05-Feb-25,Cancelled,78035.63,
5006257,300648,535,22-07-2025,02-08-2025,Shipped,43201.28,
5006258,300248,509,02-Mar-25,06-03-2025,Shipped,,
5006259,302050,524,27-04-2025,02-05-2025,pending ,104904.12,
5006260,302211,540,06-03-2025,06-03-2025,Shipped,63236.76,
5006261,300332,525,09-07-2023,08-09-2023,Delivered,,
5006262,302615,510,23-12-2023,25-12-2023,SHIPPED,75794.61,
5006263,302711,538,16-07-2026,25-07-2026,SHIPPED,10043.18,
5006264,302521,501,04-09-2025,11-09-2025,Shipped,85998.78,
5006265,301640,517,15-10-2022,18-10-2022,SHIPPED,113210.15,
5006266,301110,503,03-06-2025,12-06-2025,Delivered,23838.15,
5006267,300864,516,25-06-2026,25-06-2026,Shipped,122860.29,
5006268,301514,532,13-02-2026,20-Feb-26,Returned,71816.16,
5006269,302509,502,09-04-2026,21-04-2026,Delivered,69571.14,
5006270,302802,540,25-04-2026,28-04-2026,Delivered,32577.99,
5006271,300619,513,19-06-2023,29-06-2023,Delivered,52691.27,
5006272,301011,529,22-05-2023,25-05-2023,Returned,32032.73,
5006273,301992,530,24-06-2025,26-06-2025,delivered,,
5006274,302624,531,26-05-2026,31-05-2026,Returned,75959.88,
5006275,302323,504,30-Apr-25,06-05-2025,pending ,33900.3,
5006276,300370,518,16-12-2021,27-12-2021,Cancelled,6629.26,
5006277,301076,519,07-03-2025,08-07-2025,Delivered,,
5006278,300102,533,22-01-2025,28-01-2025,Cancelled,37604.09,
5006279,301660,528,05-12-2022,08-12-2022,Shipped,,
5006280,301799,539,24-05-2026,26-05-2026,delivered,36521.77,
5006281,302556,532,23-07-2023,26-07-2023,Cancelled,103266.06,
5006282,300736,522,28-11-2025,09-12-2025,Returned,266390.28,
5006283,301304,505,27-10-2023,07-11-2023,SHIPPED,6807.11,
5006284,301417,521,21-02-2022,24-02-2022,Pending,24821.99,
5006285,300676,510,25-01-2024,28-01-2024,Cancelled,38906.94,
5006286,301125,504,26-01-2026,26-01-2026,Pending,35654.56,
5006287,301298,525,12-05-2023,19-05-2023,delivered,31562.25,
5006288,300374,533,07-11-2025,11-11-2025,pending ,167659.76,
5006289,300317,534,07-04-2025,16-04-2025,Delivered,46766.48,
5006290,302036,526,03-06-2026,08-06-2026,Delivered,,
5006291,302693,528,07-12-2024,15-12-2024,Cancelled,1363.37,
5006292,301694,505,25-10-2025,25-10-2025,SHIPPED,7699.35,
5006293,302471,516,25-07-2024,04-08-2024,delivered,74063.09,
5006294,302430,523,10-12-2025,14-12-2025,Pending,5204.2,
5006295,302098,539,05-07-2026,08-07-2026,Shipped,3578.22,
5006296,301070,503,05-10-2024,17-Oct-24,Cancelled,0,
5006297,301637,510,04-10-2022,16-10-2022,Shipped,,
5006298,300180,517,09-04-2026,09-04-2026,Cancelled,125306.39,
5006299,300367,503,22-Apr-21,01-05-2021,pending ,56037.99,
5006300,301787,506,09-11-2025,12-11-2025,Returned,28203.72,
5006301,301691,507,04-06-2025,12-06-2025,Pending,74842.6,
5006302,301852,540,28-09-2025,30-09-2025,Shipped,71789.44,
5006303,302478,532,14-02-2025,17-02-2025,Delivered,16283.72,
5006304,301735,523,21-08-2025,30-08-2025,SHIPPED,45712.43,
5006305,300285,523,31-07-2023,11-08-2023,pending ,12803.03,
5006306,302542,507,23-03-2025,30-03-2025,Pending,,
5006307,302187,536,16-05-2022,27-05-2022,Shipped,45519.38,
5006308,301855,538,11-05-2022,19-05-2022,Cancelled,80903.44,
5006309,302886,508,23-06-2026,01-07-2026,delivered,69056.21,
5006310,301239,524,23-04-2021,28-04-2021,Delivered,11380.01,
5006311,301583,522,06-11-2023,09-11-2023,Delivered,,
5006312,300203,536,01-06-2026,01-Jun-26,Pending,44280.77,
5006313,302044,501,10-01-2024,16-01-2024,SHIPPED,105682.86,
5006314,300698,539,05-02-2022,07-02-2022,delivered,54410.9,
5006315,301001,526,29-05-2026,01-06-2026,Returned,114.41,
5006316,302126,510,01-11-2024,10-11-2024,Returned,8617.29,
5006317,301132,511,26-08-2024,26-08-2024,Returned,204253.57,
5006318,301381,538,15-11-2025,22-11-2025,Pending,46969.7,
5006319,302912,507,27-02-2023,27-02-2023,Pending,60027.31,
5006320,302721,515,12-26-2025,03-01-2026,delivered,71095.78,
5006321,302643,512,25-01-2026,28-01-2026,SHIPPED,5648.82,
5006322,301370,508,01-12-2025,06-12-2025,pending ,53369.77,
5006323,300971,529,29-09-2023,29-Sep-23,pending ,86881.01,
5006324,302700,532,09-10-2025,19-10-2025,pending ,6659.76,
5006325,300963,519,14-04-2024,19-04-2024,Delivered,-3743.95,
5006326,301432,509,19-11-2023,20-11-2023,delivered,,
5006327,302094,526,11-07-2024,13-07-2024,Pending,,
5006328,301146,523,01-12-2025,06-12-2025,SHIPPED,23023.31,
5006329,301860,528,03-09-2025,06-09-2025,Cancelled,106762.43,
5006330,300731,509,23-07-2026,31-07-2026,Cancelled,94165.38,
5006331,300033,532,21-11-2022,23-11-2022,Returned,2085.89,
5006332,300039,502,28-08-2024,,Returned,87374.35,
5006333,301184,526,03-09-2025,05-09-2025,Pending,861.94,
5006334,302050,532,23-09-2023,25-09-2023,Returned,14046.6,
5006335,301916,511,05-06-2024,09-06-2024,Returned,18675.1,
5006336,301175,532,24-08-2023,05-09-2023,delivered,28577.1,
5006337,302340,536,07-01-2025,09-01-2025,delivered,36722.1,
5006338,302365,524,29-05-2025,06-06-2025,Returned,24598.06,
5006339,300436,502,22-09-2025,,pending ,999.94,
5006340,300383,528,24-11-2023,29-11-2023,SHIPPED,,
5006341,302310,507,10-03-2023,20-03-2023,Returned,17941.11,
5006342,301584,519,14-07-2026,20-07-2026,delivered,56251.68,
5006343,301647,527,28-02-2026,,pending ,6819.43,
5006344,301747,510,10-10-2025,21-10-2025,Cancelled,52186.61,
5006345,302992,538,18-03-2022,30-03-2022,delivered,183792.45,
5006346,301970,520,07-05-2026,09-07-2026,Pending,45535.23,
5006347,301785,518,26-06-2025,01-07-2025,delivered,,
5006348,301931,523,22-Feb-26,26-02-2026,Shipped,66768.11,
5006349,301397,501,11-04-2026,13-04-2026,delivered,104853.67,
5006350,302713,539,18-12-2024,12-24-2024,delivered,70910.46,
5006351,300023,539,30-Jul-26,08-08-2026,Shipped,80425.51,
5006352,301521,518,04-Dec-25,04-12-2025,Delivered,96286.25,
5006353,302151,501,22-07-2026,24-07-2026,Pending,2243.15,
5006354,300660,537,01-01-2025,,Cancelled,119996.62,
5006355,301271,532,29-06-2023,08-07-2023,pending ,6145.92,
5006356,301315,511,25-07-2023,26-Jul-23,Pending,11837.53,
5006357,302611,540,12-05-2023,23-05-2023,delivered,34784.62,
