order_id,customer_id,warehouse_id,order_date,ship_date,order_status,order_total
5005803,302486,535,2023-06-27,2023-06-30,Pending,174101.43
5005804,301070,505,2025-07-16,2025-07-28,Pending,62151.16
5005805,300426,505,2022-11-10,2022-11-15,Delivered,83447.6
5005806,300205,519,2024-02-07,2024-02-11,Pending,197128.94
5005807,300389,535,2022-09-28,2022-10-10,Returned,36319.84
5005808,301918,521,2022-03-14,2022-03-18,Shipped,31501.04
5005809,300631,538,2024-05-13,2024-05-23,Pending,108090.29
5005810,302852,519,2025-02-09,2025-02-20,Shipped,37579.47
5005811,300101,502,2024-03-01,2024-03-10,Returned,47635.31
5005812,302995,535,2024-12-28,2024-12-29,Pending,90044.77
5005813,301000,526,2023-08-27,2023-09-01,Delivered,108754.81
5005814,300258,514,2025-04-19,2025-04-22,Returned,996.63
5005815,300293,519,2025-01-25,2025-01-25,Shipped,43926.84
5005816,301821,524,2024-08-22,2024-08-25,Delivered,44440.01
5005817,300494,532,2025-05-22,2025-06-02,Delivered,75324.16
5005818,300022,513,2025-11-08,2025-11-17,Pending,
5005819,302644,537,2025-08-10,2025-08-22,Shipped,85109.05
5005820,300452,524,2024-04-25,2024-05-02,Pending,28785.47
5005821,300826,534,2024-03-01,2024-03-06,Returned,81400.05
5005822,301888,523,2024-11-05,2024-11-17,Cancelled,15688.47
5005823,302836,521,2026-05-11,2026-05-11,Delivered,113437.38
5005824,300424,511,2023-01-31,2023-09-02,Pending,54597.95
5005825,300570,511,2022-12-20,2023-01-01,Delivered,91865.62
5005826,302871,504,2025-06-30,2025-07-12,Cancelled,28140.23
5005827,301401,507,2026-03-20,2026-03-20,Delivered,
5005828,300529,536,2025-04-06,2025-04-12,Pending,14135.72
5005829,301258,532,2023-08-19,2023-08-26,Delivered,82532.46
5005830,300709,519,2024-09-07,2024-09-16,Pending,71409.68
5005831,301635,537,2023-07-14,2023-07-14,Shipped,54946.89
5005832,302839,521,2025-04-19,2025-04-26,Delivered,96907.16
5005833,300215,527,2026-03-23,2026-03-28,Shipped,14419.05
5005834,301817,522,2025-09-29,2025-10-03,Delivered,47477.3
5005835,302641,505,2026-07-28,2026-08-07,Pending,127838.56
5005836,302622,514,2024-02-10,2024-10-07,Pending,32056.33
5005837,301904,533,2025-08-14,2025-08-25,Delivered,
5005838,300711,502,2026-03-13,2026-03-23,Cancelled,8442.15
5005839,300600,537,2023-10-20,2023-10-24,Cancelled,11254.99
5005840,302585,510,2026-02-26,2026-03-07,Shipped,927.76
5005841,302863,529,2025-12-05,2025-12-11,Delivered,83906.28
5005842,300534,503,2024-11-24,2024-12-05,Shipped,2513.32
5005843,301364,502,2025-02-03,,Cancelled,
5005844,300264,502,2025-05-03,2025-05-10,Pending,
5005845,301298,518,2025-06-25,2025-06-27,Delivered,
5005846,301860,519,2026-10-05,2026-05-16,Cancelled,136096.91
5005847,301946,533,2025-09-20,2025-09-21,Shipped,49630.04
5005848,302411,539,2021-09-28,2021-10-05,Delivered,69419.87
5005849,301527,530,2026-03-19,2026-03-26,Delivered,157515.6
5005850,302140,511,2024-06-14,2024-06-16,Pending,15276.71
5005851,300604,501,2024-01-10,2024-01-17,Pending,32596.19
5005852,300602,512,2026-01-02,2026-01-06,Shipped,36046.61
5005853,302075,517,2022-01-22,2022-01-30,Pending,32101.98
5005854,301341,537,2025-10-21,2025-10-28,Shipped,402.22
5005855,302481,519,2023-04-30,2023-05-10,Pending,18326.19
5005856,301656,525,2025-03-12,2025-03-14,Pending,
5005857,301474,528,2024-01-31,2024-02-05,Shipped,65515.71
5005858,301079,524,2025-05-01,2025-05-09,Delivered,103841.52
5005859,302436,523,2026-04-30,2026-05-01,Cancelled,32383.64
5005860,300434,524,2025-12-30,2026-01-02,Delivered,107526.26
5005861,301078,514,2026-01-16,2026-01-26,Shipped,49723.31
5005862,302474,532,2023-07-21,2023-07-26,Shipped,14025.35
5005863,302556,522,2025-03-05,2025-03-11,Shipped,89821.93
5005864,301852,524,2026-07-03,2026-07-05,Delivered,32719.02
5005865,302513,523,2025-03-31,2025-04-01,Cancelled,168823.46
5005866,301121,517,2025-09-12,2025-09-21,Delivered,149937.11
5005867,301217,505,2025-06-17,2025-06-22,Delivered,50763.83
5005868,300794,532,2024-05-21,2024-05-31,Cancelled,77816.28
5005869,301542,518,2023-06-27,2023-06-28,Pending,51210.45
5005870,302467,513,2026-07-16,2026-07-16,Shipped,2051.86
5005871,302477,516,2026-01-21,2026-01-25,Delivered,90201.08
5005872,300938,504,2025-05-01,2025-05-02,Shipped,11550.67
5005873,302587,528,2023-05-25,2023-06-06,Pending,
5005874,302537,527,2024-07-02,2024-12-07,Pending,138970.75
5005875,301223,501,2022-07-15,2022-07-25,Delivered,83024.52
5005876,300257,510,2026-01-31,2026-01-31,Shipped,23522.13
5005877,302520,525,2025-02-04,2025-02-12,Delivered,94881.69
5005878,301262,516,2022-10-12,2022-10-18,Cancelled,120623.52
5005879,302884,523,2023-01-06,2023-06-06,Pending,
5005880,302425,519,2026-05-26,2026-06-05,Pending,36023.2
5005881,300063,505,2024-04-02,2024-04-11,Pending,17803.43
5005882,300107,527,2025-01-27,2025-02-06,Cancelled,87173.86
5005883,300623,527,2024-12-27,2025-01-06,Cancelled,119545.63
5005884,302821,503,2026-02-09,2026-02-14,Returned,77376.71
5005885,301274,527,2023-05-31,2023-06-06,Returned,156340.13
5005886,302783,518,2026-05-21,2026-05-22,Cancelled,118098.74
5005887,301726,507,2025-11-19,2025-11-24,Shipped,0.0
5005888,302191,505,2026-07-05,2026-07-09,Delivered,191242.92
5005889,302698,506,2021-06-01,2021-06-06,Delivered,86079.26
5005890,300385,513,2025-09-01,2025-09-08,Shipped,3852.12
5005891,302609,534,2024-11-24,2024-12-05,Cancelled,99770.42
5005892,302502,522,2025-07-16,2025-07-17,Delivered,26553.52
5005893,302349,511,2025-01-04,2025-07-01,Cancelled,56138.26
5005894,301843,540,2023-01-09,2023-01-09,Delivered,
5005895,302669,518,2025-10-02,,Delivered,36462.83
5005896,302293,510,2024-11-12,2024-11-20,Returned,5985.07
5005897,302373,513,2025-06-19,2025-06-27,Pending,58686.32
5005898,301959,522,2022-07-08,2022-07-16,Delivered,155312.0
5005899,300999,538,2025-10-16,2025-10-16,Shipped,56610.54
5005900,301179,515,2024-10-02,2024-10-06,Delivered,40751.74
5005901,301833,521,2024-12-13,2024-12-16,Pending,13355.43
5005902,300988,518,2026-01-20,,Delivered,7070.06
5005903,301988,514,2024-03-26,2024-03-28,Pending,36520.6
5005904,301806,538,2024-02-10,2024-02-17,Pending,22287.22
5005905,302356,505,2024-02-05,,Cancelled,219010.33
5005906,300447,528,2023-08-08,2023-08-10,Cancelled,
5005907,302569,525,2024-02-04,2024-02-07,Pending,47889.25
5005908,300919,516,2025-08-01,2025-08-03,Returned,
5005909,302647,535,2026-02-10,2026-02-20,Delivered,48204.1
5005910,302164,530,2026-06-12,2026-06-20,Delivered,
5005911,301504,530,2021-07-14,2021-07-15,Shipped,92889.24
5005912,302160,506,2026-02-24,2026-02-24,Delivered,26325.72
5005913,300215,522,2024-10-15,2024-10-25,Pending,25804.24
5005914,302602,534,2023-07-31,2023-08-02,Pending,24686.59
5005915,302857,516,2026-02-19,2026-03-03,Delivered,5123.9
5005916,300605,533,2025-12-16,2025-12-26,Pending,
5005917,302065,519,2022-03-07,2022-03-17,Pending,
5005918,300128,536,2024-06-28,2024-07-01,Pending,69898.78
5005919,300465,509,2025-07-23,2025-07-26,Shipped,20828.1
5005920,301730,518,2026-07-20,2026-07-28,Cancelled,65105.5
5005921,300357,513,2025-04-07,2025-04-09,Returned,
5005922,302898,530,2023-09-21,2023-09-28,Delivered,224717.45
5005923,301576,514,2026-06-16,2026-06-28,Returned,4305.45
5005924,302878,519,2024-04-16,2024-04-16,Pending,88448.72
5005925,301173,538,2021-07-30,2021-08-04,Returned,41467.46
5005926,301425,513,2024-05-01,2024-05-08,Pending,
5005927,302672,537,2024-02-07,2024-02-18,Pending,84429.42
5005928,301745,531,2024-01-26,2024-01-31,Pending,36788.57
5005929,302815,529,2026-03-24,,Shipped,83331.93
5005930,302668,514,2024-03-09,2024-03-18,Cancelled,6565.65
5005931,302403,533,2026-06-14,2026-06-25,Returned,59813.31
5005932,301345,511,2023-12-07,2023-12-13,Pending,19353.31
5005933,302189,528,2025-07-21,,Shipped,191325.93
5005934,301191,509,2024-03-19,2024-03-26,Pending,70936.87
5005935,302950,516,2025-10-04,2025-10-12,Shipped,4841.36
5005936,300364,528,2024-11-24,2024-11-24,Shipped,36879.19
5005937,302683,525,2023-07-27,2023-08-01,Returned,111604.06
5005938,301620,532,2026-03-02,2026-03-13,Delivered,6449.87
5005939,302691,537,2025-05-21,2025-05-25,Delivered,50889.48
5005940,302726,535,2023-08-12,2023-08-24,Returned,43940.8
5005941,301845,501,2025-02-04,2025-02-10,Cancelled,94473.68
5005942,301049,522,2024-05-26,2024-05-28,Delivered,
5005943,302680,510,2025-07-08,2025-07-10,Returned,8228.95
5005944,302298,521,2025-06-25,2025-07-01,Pending,
5005945,302742,514,2024-04-24,2024-04-26,Shipped,51907.88
5005946,300349,539,2023-05-13,2023-05-19,Pending,4932.32
5005947,302123,528,2024-05-13,2024-05-24,Delivered,50963.95
5005948,300999,536,2025-11-17,2025-11-26,Pending,34493.02
5005949,302536,529,2022-09-19,2022-09-23,Pending,12149.47
5005950,302605,536,2022-08-12,2022-08-17,Shipped,40293.59
5005951,300120,517,2024-11-25,2024-12-02,Delivered,9964.01
5005952,301065,501,2024-04-26,2024-04-28,Pending,21922.66
5005953,302019,528,2024-07-31,,Shipped,2374.62
5005954,301498,527,2025-12-04,2025-12-14,Delivered,125355.49
5005955,301397,539,2025-02-05,2025-02-08,Cancelled,65108.63
5005956,302121,510,2024-07-29,2024-07-30,Shipped,23122.17
5005957,302387,518,2025-03-28,2025-04-03,Delivered,33458.48
5005958,300468,521,2025-02-16,2025-02-25,Shipped,45255.45
5005959,301867,501,2024-06-08,2024-06-18,Shipped,63320.92
5005960,300778,529,2024-08-11,2024-08-11,Shipped,40117.22
5005961,302927,507,2026-04-16,2026-04-19,Pending,
5005962,300503,531,2025-05-02,2025-05-03,Delivered,5587.72
5005963,300324,512,2025-07-02,2025-02-12,Pending,93599.01
5005964,302507,509,2025-10-04,2025-10-15,Cancelled,66845.59
5005965,302028,521,2022-09-12,2022-09-18,Delivered,22114.26
5005966,300072,520,2025-05-07,2025-05-08,Pending,11579.71
5005967,300113,516,2026-06-21,2026-06-25,Pending,9122.42
5005968,301631,503,2025-05-17,2025-05-19,Delivered,20178.49
5005969,301272,521,2025-01-13,2025-01-20,Shipped,259556.49
5005970,301308,528,2024-02-25,2024-02-25,Cancelled,65969.48
5005971,301380,534,2025-11-13,2025-11-20,Pending,158942.21
5005972,302454,526,2024-09-20,2024-09-25,Returned,105922.3
5005973,301445,515,2021-12-03,2021-03-15,Shipped,189064.89
5005974,301046,511,2026-05-25,2026-05-27,Shipped,0.0
5005975,301475,521,2025-07-10,2025-07-20,Cancelled,85543.41
5005976,301880,512,2026-01-05,,Returned,55938.26
5005977,300688,508,2023-03-26,2023-03-31,Delivered,
5005978,300047,502,2025-04-06,2025-04-06,Shipped,56386.39
5005979,300518,502,2023-10-29,2023-10-31,Cancelled,6824.83
5005980,302592,502,2024-08-08,2024-08-10,Delivered,109319.42
5005981,300628,539,2026-04-22,2026-04-27,Shipped,27952.07
5005982,302776,511,2024-06-13,2024-06-15,Shipped,95553.91
5005983,301475,532,2025-12-05,2025-12-06,Shipped,159327.02
5005984,300930,529,2025-11-08,2025-11-14,Shipped,54335.85
5005985,302157,516,2025-12-13,2025-12-19,Cancelled,16438.42
5005986,301687,505,2026-02-20,2026-02-27,Delivered,45265.73
5005987,302577,525,2024-03-27,2024-03-28,Pending,26848.97
5005988,301255,510,2024-03-13,2024-03-21,Cancelled,94561.51
5005989,302801,507,2024-09-03,2024-09-13,Pending,
5005990,300356,532,2024-08-11,2024-08-21,Delivered,
5005991,302189,527,2024-05-17,2024-05-28,Returned,139977.67
5005992,301936,506,2023-03-12,2023-03-12,Delivered,68677.12
5005993,301207,508,2024-02-09,2024-02-10,Delivered,39875.28
5005994,301960,507,2024-01-12,2024-01-23,Shipped,63918.32
5005995,301936,537,2022-06-29,2022-07-01,Delivered,
5005996,300679,527,2025-10-31,2025-11-06,Pending,128025.34
5005997,302632,514,2026-03-02,2026-03-13,Shipped,88995.41
5005998,301575,537,2025-06-01,,Returned,46484.16
5005999,300276,535,2023-01-05,2023-01-16,Pending,61085.23
5006000,301413,532,2025-08-25,2025-08-30,Returned,16635.14
5006001,302023,515,2026-02-09,,Returned,
5006002,302359,502,2026-06-05,2026-06-09,Pending,
5006003,301140,536,2024-04-08,2024-04-18,Pending,138546.99
5006004,300603,531,2022-11-29,2022-12-09,Cancelled,86779.73
5006005,301134,509,2026-02-21,2026-02-23,Delivered,41542.23
5006006,302519,507,2021-04-03,2021-04-04,Shipped,255654.19
5006007,300543,502,2025-08-04,2025-08-12,Shipped,
5006008,301126,535,2025-09-13,2025-09-14,Pending,
5006009,302643,509,2025-07-06,2025-07-15,Shipped,4619.98
5006010,301509,524,2025-08-24,2025-08-28,Pending,
5006011,300995,514,2024-12-12,2024-12-18,Pending,
5006012,302547,519,2025-12-14,2025-12-19,Delivered,119741.02
5006013,300079,525,2025-08-14,2025-08-25,Pending,
5006014,301836,526,2025-11-01,2025-11-10,Pending,11827.67
5006015,301482,522,2026-07-12,2026-07-22,Shipped,14097.4
5006016,300955,512,2025-07-11,2025-07-12,Delivered,
5006017,302834,525,2026-04-26,2026-04-30,Pending,1484.06
5006018,300285,516,2022-10-26,2022-10-26,Pending,3210.42
5006019,302930,530,2026-05-19,2026-05-19,Pending,88330.37
5006020,302191,504,2026-05-05,2026-05-15,Shipped,
5006021,301686,538,2025-11-11,2025-11-14,Delivered,74712.34
5006022,301565,511,2026-03-19,2026-03-26,Returned,
5006023,300731,530,2026-05-21,2026-05-28,Delivered,76495.35
5006024,301638,536,2024-12-12,2024-12-19,Shipped,111728.32
5006025,301133,525,2025-09-29,2025-10-06,Delivered,110500.14
5006026,302051,531,2024-10-22,2024-10-22,Pending,6275.59
5006027,302286,526,2023-11-24,,Cancelled,38546.47
5006028,300966,519,2024-12-24,2025-01-05,Shipped,22209.37
5006029,300917,509,2025-12-23,2025-12-23,Pending,
5006030,300610,540,2026-04-21,2026-04-28,Shipped,61892.21
5006031,301003,510,2024-12-28,2024-12-31,Pending,113784.22
5006032,300835,535,2024-11-27,2024-11-29,Pending,15497.54
5006033,300535,507,2024-12-20,2024-12-24,Delivered,100011.57
5006034,301643,538,2024-09-22,2024-09-30,Shipped,13727.47
5006035,302496,511,2024-04-03,2024-04-14,Delivered,
5006036,301099,503,2025-04-16,2025-04-24,Shipped,
5006037,302957,509,2026-05-26,2026-05-28,Pending,26011.91
5006038,301358,537,2022-07-21,2022-08-01,Cancelled,58920.27
5006039,301819,504,2023-03-08,2023-03-10,Delivered,26920.47
5006040,302197,527,2025-09-14,2025-09-16,Delivered,35549.94
5006041,302551,508,2025-09-10,2025-09-14,Pending,712.06
5006042,301841,504,2026-05-31,2026-06-05,Returned,16600.03
5006043,301381,516,2025-08-08,2025-08-16,Cancelled,58506.66
5006044,300556,528,2022-09-03,2022-09-04,Pending,105571.32
5006045,300915,536,2022-09-15,2022-09-25,Cancelled,99362.13
5006046,302886,517,2026-02-20,2026-02-25,Pending,
5006047,301148,504,2025-06-08,2025-06-14,Delivered,212725.6
5006048,302642,525,2023-12-12,2023-12-15,Cancelled,29196.34
5006049,302704,540,2026-03-15,2026-03-26,Delivered,34818.54
5006050,302895,528,2022-10-17,2022-10-25,Delivered,101255.35
5006051,300421,531,2025-10-14,2025-10-14,Pending,-3496.49
5006052,301979,502,2025-02-01,2025-02-04,Delivered,145836.12
5006053,300035,514,2025-03-09,2025-03-10,Pending,38640.88
5006054,300461,513,2023-01-02,2023-01-10,Shipped,26849.29
5006055,301370,519,2021-08-21,2021-08-29,Returned,67292.17
5006056,300227,506,2026-11-07,2026-07-17,Delivered,83749.72
5006057,302769,524,2026-04-27,2026-04-30,Shipped,40795.34
5006058,301300,520,2026-05-03,2026-05-05,Delivered,8604.52
5006059,301473,513,2025-12-26,2026-01-06,Delivered,
5006060,302172,522,2026-02-03,2026-02-15,Returned,158127.6
5006061,300617,526,2023-03-26,2023-03-30,Returned,6086.21
5006062,300630,502,2023-05-05,2023-05-05,Shipped,125483.27
5006063,300163,528,2022-10-13,2022-10-22,Pending,103248.12
5006064,302660,517,2022-09-07,2022-09-07,Cancelled,63682.11
5006065,301427,533,2021-05-16,2021-05-16,Cancelled,530.35
5006066,300904,532,2025-05-26,2025-05-31,Returned,71397.59
5006067,300725,508,2026-07-09,2026-07-19,Cancelled,43750.39
5006068,302324,537,2026-01-02,,Shipped,
5006069,302942,522,2024-06-29,2024-07-01,Returned,44477.04
5006070,302656,534,2023-05-31,2023-06-06,Cancelled,
5006071,301614,517,2023-09-23,2023-09-27,Pending,10877.98
5006072,302747,537,2024-11-16,2024-11-19,Returned,116959.09
5006073,302971,522,2023-12-03,2023-12-07,Pending,24541.07
5006074,300356,529,2022-12-29,,Shipped,25418.98
5006075,300570,536,2024-11-27,2024-11-28,Returned,52334.21
5006076,301218,531,2026-07-17,2026-07-17,Shipped,49536.93
5006077,302804,534,2024-01-12,2024-01-16,Pending,56585.96
5006078,301312,520,2024-01-20,2024-01-26,Delivered,
5006079,302966,536,2023-02-11,,Shipped,98097.8
5006080,301341,539,2022-07-14,2022-07-26,Cancelled,72917.79
5006081,300303,523,2023-07-27,2023-07-28,Pending,14075.79
5006082,301388,529,2025-09-27,2025-10-09,Shipped,193600.23
5006083,300528,538,2022-07-28,2022-08-09,Returned,37993.79
5006084,301489,512,2026-03-09,2026-03-14,Shipped,98400.42
5006085,301609,508,2021-03-08,2021-03-19,Shipped,64348.7
5006086,300495,501,2024-02-15,2024-02-15,Pending,1087.72
5006087,301453,535,2025-01-12,2025-07-12,Delivered,-10871.22
5006088,300455,504,2024-03-11,2024-03-23,Cancelled,83866.24
5006089,300062,508,2024-10-05,2024-05-17,Pending,174383.15
5006090,300249,530,2025-03-02,2025-02-15,Pending,62818.77
5006091,300316,504,2024-08-27,2024-09-02,Delivered,87881.39
5006092,301779,510,2024-11-12,2024-11-23,Shipped,77631.18
5006093,301440,518,2026-04-08,2026-04-18,Delivered,45881.51
5006094,301616,522,2026-07-19,2026-07-29,Shipped,65022.75
5006095,301354,518,2025-08-02,2025-08-13,Shipped,70932.94
5006096,301542,522,2022-01-17,2022-01-27,Returned,81648.78
5006097,301143,505,2025-05-02,2025-05-05,Delivered,84288.82
5006098,300122,523,2024-05-13,2024-05-15,Cancelled,20102.31
5006099,301281,540,2024-06-19,2024-06-27,Cancelled,34108.77
5006100,300274,519,2024-09-11,2024-09-14,Shipped,
5006101,302220,517,2023-04-17,2023-04-27,Pending,63604.95
5006102,300210,510,2023-03-29,2023-04-08,Delivered,50345.32
5006103,300806,501,2024-07-27,,Cancelled,42877.98
5006104,302714,502,2025-09-11,2025-12-09,Pending,23182.07
5006105,302077,538,2023-10-03,2023-10-04,Delivered,44570.02
5006106,300352,517,2023-04-08,2023-04-10,Pending,
5006107,301307,532,2023-08-20,2023-08-22,Pending,86390.05
5006108,300424,516,2023-05-09,2023-05-09,Delivered,99879.49
5006109,301354,501,2025-12-12,2025-12-16,Shipped,102561.18
5006110,302347,518,2023-06-08,2023-06-11,Shipped,38733.27
5006111,302815,502,2024-07-01,2024-07-12,Delivered,40632.14
5006112,302627,527,2024-02-16,2024-02-23,Pending,72655.77
5006113,302280,515,2022-04-01,2022-04-05,Delivered,64274.42
5006114,302845,531,2025-01-19,2025-01-21,Delivered,51562.44
5006115,301421,513,2023-06-02,2023-06-07,Shipped,50611.03
5006116,300481,506,2026-02-24,2026-03-04,Shipped,41203.59
5006117,302629,539,2025-06-29,2025-07-01,Shipped,48766.18
5006118,302183,510,2023-08-05,2023-08-08,Delivered,136467.88
5006119,301456,523,2024-11-01,2024-11-09,Shipped,41617.29
5006120,300062,518,2023-04-28,2023-05-07,Returned,
5006121,302437,512,2025-07-25,,Pending,54911.79
5006122,302646,533,2025-03-21,2025-03-23,Delivered,76940.14
5006123,300278,510,2025-06-03,2025-06-12,Shipped,136310.45
5006124,300696,520,2026-05-28,2026-05-28,Cancelled,78184.27
5006125,300154,522,2023-06-20,2023-06-21,Delivered,28090.74
5006126,302944,514,2025-09-30,2025-10-04,Delivered,144792.71
5006127,300304,528,2023-05-23,2023-05-27,Returned,7138.55
5006128,302931,508,2022-04-26,2022-05-01,Pending,87617.0
5006129,301859,536,2024-05-28,2024-06-05,Shipped,1377.86
5006130,302391,511,2022-04-27,2022-04-29,Returned,36067.41
5006131,301947,502,2026-05-29,2026-05-31,Delivered,97300.21
5006132,302558,523,2023-12-23,2023-12-27,Shipped,56843.46
5006133,302633,540,2026-06-03,2026-06-03,Delivered,
5006134,302544,531,2023-05-31,2023-05-31,Delivered,30811.24
5006135,301915,516,2023-07-26,2023-08-02,Delivered,104011.48
5006136,302375,538,2021-03-09,2021-03-12,Cancelled,10597.98
5006137,302736,534,2026-01-08,2026-08-10,Cancelled,210444.01
5006138,301609,525,2023-04-11,2023-04-12,Delivered,88406.95
5006139,302387,533,2023-08-31,2023-09-07,Delivered,24355.26
5006140,300508,505,2024-12-12,2024-12-23,Shipped,
5006141,300132,506,2025-10-02,2025-10-13,Delivered,
5006142,301985,526,2026-02-03,2026-02-09,Pending,40709.5
5006143,302033,537,2026-04-01,2026-04-12,Delivered,10150.5
5006144,302361,535,2025-04-30,2025-05-01,Shipped,846.82
5006145,301024,512,2025-09-17,2025-09-24,Returned,80986.98
5006146,301595,538,2026-03-01,2026-03-05,Pending,
5006147,302742,513,2026-05-18,2026-05-27,Cancelled,117987.23
5006148,302732,524,2022-07-10,2022-07-19,Returned,34476.43
5006149,302587,502,2023-05-28,2023-06-01,Shipped,0.0
5006150,301169,506,2024-09-15,2024-09-21,Returned,71060.35
5006151,300101,526,2023-06-04,2023-06-15,Shipped,29182.05
5006152,302073,536,2025-03-06,2025-03-09,Cancelled,92027.1
5006153,302748,522,2024-11-19,2024-11-23,Delivered,18369.98
5006154,301520,521,2023-05-15,2023-05-16,Shipped,
5006155,302862,514,2021-12-10,2021-12-10,Pending,
5006156,300579,526,2026-01-31,,Shipped,43638.7
5006157,300364,518,2022-10-02,2022-10-02,Pending,80551.83
5006158,302980,504,2026-05-25,2026-05-27,Returned,4383.45
5006159,302342,504,2025-04-09,2025-04-21,Pending,10410.28
5006160,302360,525,2025-12-15,2025-12-15,Shipped,145006.38
5006161,300159,511,2023-11-24,2023-11-26,Pending,142524.43
5006162,300102,520,2024-10-21,2024-10-24,Returned,
5006163,300482,525,2025-03-20,2025-03-29,Shipped,36520.01
5006164,301948,527,2024-09-03,2024-09-15,Delivered,11125.56
5006165,300767,538,2022-07-03,2022-07-07,Returned,27721.46
5006166,302016,530,2026-03-20,2026-03-25,Shipped,120781.89
5006167,300804,514,2025-05-13,2025-05-17,Shipped,-3111.26
5006168,300725,512,2025-02-26,2025-03-02,Pending,77619.28
5006169,300222,517,2025-07-26,2025-07-27,Pending,86035.82
5006170,300233,525,2024-04-23,2024-04-25,Shipped,144762.88
5006171,302580,502,2025-07-03,2025-07-03,Shipped,93729.58
5006172,301874,533,2023-09-21,2023-09-24,Delivered,46846.49
5006173,301757,530,2026-01-27,2026-02-08,Pending,58994.3
5006174,302083,540,2025-09-22,2025-10-01,Pending,13133.42
5006175,300619,522,2023-11-07,2023-11-15,Cancelled,
5006176,301774,539,2026-03-04,2026-03-11,Pending,76699.35
5006177,301853,518,2024-07-09,2024-07-12,Delivered,
5006178,300259,514,2025-01-15,2025-01-23,Shipped,16884.05
5006179,300167,530,2025-06-03,2025-06-14,Shipped,116966.52
5006180,300310,501,2026-02-11,2026-02-12,Delivered,18611.38
5006181,302966,535,2025-08-29,2025-09-08,Shipped,9207.48
5006182,302932,510,2022-03-01,2022-03-05,Returned,149443.35
5006183,300133,506,2024-04-01,2024-04-11,Cancelled,115153.3
5006184,300807,522,2026-07-20,2026-07-26,Delivered,50764.58
5006185,301345,514,2025-02-27,,Pending,6636.09
5006186,302992,529,2024-08-18,2024-08-26,Cancelled,3032.02
5006187,300244,529,2024-06-03,2024-06-05,Returned,131734.74
5006188,302552,531,2022-10-05,2022-10-10,Shipped,17944.25
5006189,302532,536,2025-11-18,2025-11-30,Pending,92847.45
5006190,302297,520,2025-01-31,2025-02-09,Cancelled,5075.08
5006191,300172,515,2024-06-27,2024-06-27,Shipped,22126.8
5006192,300161,512,2024-09-28,2024-10-03,Returned,
5006193,302780,506,2025-02-09,,Pending,
5006194,300793,505,2025-09-23,2025-09-26,Pending,
5006195,301021,504,2024-11-14,2024-11-15,Delivered,29667.85
5006196,302365,523,2025-08-16,2025-08-19,Cancelled,58664.34
5006197,300093,505,2026-03-26,2026-03-30,Delivered,75027.05
5006198,300551,530,2025-11-10,2025-11-22,Pending,74106.72
5006199,300707,506,2023-12-26,2023-12-31,Cancelled,141970.36
5006200,301586,511,2025-08-16,2025-08-19,Pending,-10413.66
5006201,301189,520,2022-10-06,2022-10-08,Delivered,95730.99
5006202,301835,511,2026-02-18,2026-02-21,Shipped,
5006203,301679,507,2026-07-31,2026-11-08,Delivered,39276.19
5006204,301301,522,2024-07-12,2024-07-20,Delivered,
5006205,302152,503,2025-04-24,2025-04-27,Pending,136305.56
5006206,300583,538,2026-03-17,2026-03-27,Returned,73059.99
5006207,300383,530,2024-12-10,2024-12-21,Pending,37586.46
5006208,302520,512,2025-05-05,2025-05-11,Shipped,
5006209,302542,536,2024-08-30,2024-08-30,Shipped,136587.49
5006210,302804,528,2023-07-30,,Shipped,5706.77
5006211,300692,507,2024-02-07,2024-02-12,Returned,266.27
5006212,302012,516,2025-06-15,2025-06-27,Returned,81395.18
5006213,302075,515,2025-01-07,2025-01-13,Pending,39694.3
5006214,300684,503,2025-10-13,2025-10-16,Pending,172683.35
5006215,302893,536,2025-10-03,2025-10-06,Shipped,73529.46
5006216,301247,521,2023-10-02,2023-10-02,Shipped,39454.47
5006217,300250,518,2026-04-08,2026-04-08,Pending,0.0
5006218,301657,508,2025-05-29,,Returned,27036.72
5006219,302986,527,2026-03-23,2026-04-04,Returned,
5006220,302345,513,2024-12-29,2025-01-03,Shipped,67746.37
5006221,302050,539,2023-11-22,2023-12-02,Pending,79294.9
5006222,301289,517,2025-11-18,2025-11-23,Pending,3383.97
5006223,300515,521,2026-05-25,2026-05-30,Returned,16829.93
5006224,300281,501,2022-10-08,2022-10-18,Delivered,25042.11
5006225,302507,511,2026-04-09,2026-04-19,Shipped,104137.17
5006226,300688,529,2025-01-31,2025-02-11,Delivered,
5006227,301125,539,2026-01-10,2026-01-17,Delivered,7774.85
5006228,301376,501,2026-05-15,,Delivered,33488.19
5006229,302494,530,2025-06-26,2025-07-05,Pending,107223.67
5006230,302220,525,2024-01-31,2024-02-08,Returned,58565.98
5006231,300170,509,2025-11-05,2025-11-15,Returned,63989.25
5006232,300472,510,2025-02-05,2025-02-16,Shipped,14500.35
5006233,302716,504,2023-10-11,2023-10-23,Cancelled,0.0
5006234,301012,533,2025-04-11,2025-04-17,Pending,9309.35
5006235,300823,533,2024-07-13,2024-07-18,Shipped,26612.63
5006236,300750,506,2022-03-14,2022-03-18,Shipped,89340.72
5006237,302340,518,2023-08-10,2023-08-16,Returned,6779.89
5006238,301054,525,2026-03-24,2026-03-28,Shipped,
5006239,300058,529,2025-07-10,,Delivered,132486.59
5006240,301475,503,2024-07-24,2024-07-30,Shipped,46639.89
