date_key,date,year,quarter,month,month_name,month_year,week,day,day_name,day_of_week,is_weekend
20211118,18-11-2021,2021,Q4,11,November,2021-11,46,18,Thursday,4,FALSE
20211119,19-11-2021,2021,Q4,11,November,2021-11,46,19,Friday,5,FALSE
20211120,20-11-2021,2021,Q4,11,November,2021-11,46,20,Saturday,6,TRUE
20211121,21-11-2021,2021,Q4,11,November,2021-11,46,21,Sunday,7,TRUE
20211122,22-11-2021,2021,Q4,11,November,2021-11,47,22,Monday,1,FALSE
20211123,23-11-2021,2021,Q4,11,November,2021-11,47,23,Tuesday,2,FALSE
20211124,24-11-2021,2021,Q4,11,November,2021-11,47,24,Wednesday,3,FALSE
20211125,25-11-2021,2021,Q4,11,November,2021-11,47,25,Thursday,4,FALSE
20211126,26-11-2021,2021,Q4,11,November,2021-11,47,26,Friday,5,FALSE
20211127,27-11-2021,2021,Q4,11,November,2021-11,47,27,Saturday,6,TRUE
20211128,28-11-2021,2021,Q4,11,November,2021-11,47,28,Sunday,7,TRUE
20211129,29-11-2021,2021,Q4,11,November,2021-11,48,29,Monday,1,FALSE
20211130,30-11-2021,2021,Q4,11,November,2021-11,48,30,Tuesday,2,FALSE
20211201,01-12-2021,2021,Q4,12,December,2021-12,48,1,Wednesday,3,FALSE
20211202,02-12-2021,2021,Q4,12,December,2021-12,48,2,Thursday,4,FALSE
20211203,03-12-2021,2021,Q4,12,December,2021-12,48,3,Friday,5,FALSE
20211204,04-12-2021,2021,Q4,12,December,2021-12,48,4,Saturday,6,TRUE
20211205,05-12-2021,2021,Q4,12,December,2021-12,48,5,Sunday,7,TRUE
20211206,06-12-2021,2021,Q4,12,December,2021-12,49,6,Monday,1,FALSE
20211207,07-12-2021,2021,Q4,12,December,2021-12,49,7,Tuesday,2,FALSE
20211208,08-12-2021,2021,Q4,12,December,2021-12,49,8,Wednesday,3,FALSE
20211209,09-12-2021,2021,Q4,12,December,2021-12,49,9,Thursday,4,FALSE
20211210,10-12-2021,2021,Q4,12,December,2021-12,49,10,Friday,5,FALSE
20211211,11-12-2021,2021,Q4,12,December,2021-12,49,11,Saturday,6,TRUE
20211212,12-12-2021,2021,Q4,12,December,2021-12,49,12,Sunday,7,TRUE
20211213,13-12-2021,2021,Q4,12,December,2021-12,50,13,Monday,1,FALSE
20211214,14-12-2021,2021,Q4,12,December,2021-12,50,14,Tuesday,2,FALSE
20211215,15-12-2021,2021,Q4,12,December,2021-12,50,15,Wednesday,3,FALSE
20211216,16-12-2021,2021,Q4,12,December,2021-12,50,16,Thursday,4,FALSE
20211217,17-12-2021,2021,Q4,12,December,2021-12,50,17,Friday,5,FALSE
20211218,18-12-2021,2021,Q4,12,December,2021-12,50,18,Saturday,6,TRUE
20211219,19-12-2021,2021,Q4,12,December,2021-12,50,19,Sunday,7,TRUE
20211220,20-12-2021,2021,Q4,12,December,2021-12,51,20,Monday,1,FALSE
20211221,21-12-2021,2021,Q4,12,December,2021-12,51,21,Tuesday,2,FALSE
20211222,22-12-2021,2021,Q4,12,December,2021-12,51,22,Wednesday,3,FALSE
20211223,23-12-2021,2021,Q4,12,December,2021-12,51,23,Thursday,4,FALSE
20211224,24-12-2021,2021,Q4,12,December,2021-12,51,24,Friday,5,FALSE
20211225,25-12-2021,2021,Q4,12,December,2021-12,51,25,Saturday,6,TRUE
20211226,26-12-2021,2021,Q4,12,December,2021-12,51,26,Sunday,7,TRUE
20211227,27-12-2021,2021,Q4,12,December,2021-12,52,27,Monday,1,FALSE
20211228,28-12-2021,2021,Q4,12,December,2021-12,52,28,Tuesday,2,FALSE
20211229,29-12-2021,2021,Q4,12,December,2021-12,52,29,Wednesday,3,FALSE
20211230,30-12-2021,2021,Q4,12,December,2021-12,52,30,Thursday,4,FALSE
20211231,31-12-2021,2021,Q4,12,December,2021-12,52,31,Friday,5,FALSE
20220101,01-01-2022,2022,Q1,1,January,2022-01,52,1,Saturday,6,TRUE
20220102,02-01-2022,2022,Q1,1,January,2022-01,52,2,Sunday,7,TRUE
20220103,03-01-2022,2022,Q1,1,January,2022-01,1,3,Monday,1,FALSE
20220104,04-01-2022,2022,Q1,1,January,2022-01,1,4,Tuesday,2,FALSE
20220105,05-01-2022,2022,Q1,1,January,2022-01,1,5,Wednesday,3,FALSE
20220106,06-01-2022,2022,Q1,1,January,2022-01,1,6,Thursday,4,FALSE
20220107,07-01-2022,2022,Q1,1,January,2022-01,1,7,Friday,5,FALSE
20220108,08-01-2022,2022,Q1,1,January,2022-01,1,8,Saturday,6,TRUE
20220109,09-01-2022,2022,Q1,1,January,2022-01,1,9,Sunday,7,TRUE
20220110,10-01-2022,2022,Q1,1,January,2022-01,2,10,Monday,1,FALSE
20220111,11-01-2022,2022,Q1,1,January,2022-01,2,11,Tuesday,2,FALSE
20220112,12-01-2022,2022,Q1,1,January,2022-01,2,12,Wednesday,3,FALSE
20220113,13-01-2022,2022,Q1,1,January,2022-01,2,13,Thursday,4,FALSE
20220114,14-01-2022,2022,Q1,1,January,2022-01,2,14,Friday,5,FALSE
20220115,15-01-2022,2022,Q1,1,January,2022-01,2,15,Saturday,6,TRUE
20220116,16-01-2022,2022,Q1,1,January,2022-01,2,16,Sunday,7,TRUE
20220117,17-01-2022,2022,Q1,1,January,2022-01,3,17,Monday,1,FALSE
20220118,18-01-2022,2022,Q1,1,January,2022-01,3,18,Tuesday,2,FALSE
20220119,19-01-2022,2022,Q1,1,January,2022-01,3,19,Wednesday,3,FALSE
20220120,20-01-2022,2022,Q1,1,January,2022-01,3,20,Thursday,4,FALSE
20220121,21-01-2022,2022,Q1,1,January,2022-01,3,21,Friday,5,FALSE
20220122,22-01-2022,2022,Q1,1,January,2022-01,3,22,Saturday,6,TRUE
20220123,23-01-2022,2022,Q1,1,January,2022-01,3,23,Sunday,7,TRUE
20220124,24-01-2022,2022,Q1,1,January,2022-01,4,24,Monday,1,FALSE
20220125,25-01-2022,2022,Q1,1,January,2022-01,4,25,Tuesday,2,FALSE
20220126,26-01-2022,2022,Q1,1,January,2022-01,4,26,Wednesday,3,FALSE
20220127,27-01-2022,2022,Q1,1,January,2022-01,4,27,Thursday,4,FALSE
20220128,28-01-2022,2022,Q1,1,January,2022-01,4,28,Friday,5,FALSE
20220129,29-01-2022,2022,Q1,1,January,2022-01,4,29,Saturday,6,TRUE
20220130,30-01-2022,2022,Q1,1,January,2022-01,4,30,Sunday,7,TRUE
20220131,31-01-2022,2022,Q1,1,January,2022-01,5,31,Monday,1,FALSE
20220201,01-02-2022,2022,Q1,2,February,2022-02,5,1,Tuesday,2,FALSE
20220202,02-02-2022,2022,Q1,2,February,2022-02,5,2,Wednesday,3,FALSE
20220203,03-02-2022,2022,Q1,2,February,2022-02,5,3,Thursday,4,FALSE
20220204,04-02-2022,2022,Q1,2,February,2022-02,5,4,Friday,5,FALSE
20220205,05-02-2022,2022,Q1,2,February,2022-02,5,5,Saturday,6,TRUE
20220206,06-02-2022,2022,Q1,2,February,2022-02,5,6,Sunday,7,TRUE
20220207,07-02-2022,2022,Q1,2,February,2022-02,6,7,Monday,1,FALSE
20220208,08-02-2022,2022,Q1,2,February,2022-02,6,8,Tuesday,2,FALSE
20220209,09-02-2022,2022,Q1,2,February,2022-02,6,9,Wednesday,3,FALSE
20220210,10-02-2022,2022,Q1,2,February,2022-02,6,10,Thursday,4,FALSE
20220211,11-02-2022,2022,Q1,2,February,2022-02,6,11,Friday,5,FALSE
20220212,12-02-2022,2022,Q1,2,February,2022-02,6,12,Saturday,6,TRUE
20220213,13-02-2022,2022,Q1,2,February,2022-02,6,13,Sunday,7,TRUE
20220214,14-02-2022,2022,Q1,2,February,2022-02,7,14,Monday,1,FALSE
20220215,15-02-2022,2022,Q1,2,February,2022-02,7,15,Tuesday,2,FALSE
20220216,16-02-2022,2022,Q1,2,February,2022-02,7,16,Wednesday,3,FALSE
20220217,17-02-2022,2022,Q1,2,February,2022-02,7,17,Thursday,4,FALSE
20220218,18-02-2022,2022,Q1,2,February,2022-02,7,18,Friday,5,FALSE
20220219,19-02-2022,2022,Q1,2,February,2022-02,7,19,Saturday,6,TRUE
20220220,20-02-2022,2022,Q1,2,February,2022-02,7,20,Sunday,7,TRUE
20220221,21-02-2022,2022,Q1,2,February,2022-02,8,21,Monday,1,FALSE
20220222,22-02-2022,2022,Q1,2,February,2022-02,8,22,Tuesday,2,FALSE
20220223,23-02-2022,2022,Q1,2,February,2022-02,8,23,Wednesday,3,FALSE
20220224,24-02-2022,2022,Q1,2,February,2022-02,8,24,Thursday,4,FALSE
20220225,25-02-2022,2022,Q1,2,February,2022-02,8,25,Friday,5,FALSE
20220226,26-02-2022,2022,Q1,2,February,2022-02,8,26,Saturday,6,TRUE
20220227,27-02-2022,2022,Q1,2,February,2022-02,8,27,Sunday,7,TRUE
20220228,28-02-2022,2022,Q1,2,February,2022-02,9,28,Monday,1,FALSE
20220301,01-03-2022,2022,Q1,3,March,2022-03,9,1,Tuesday,2,FALSE
20220302,02-03-2022,2022,Q1,3,March,2022-03,9,2,Wednesday,3,FALSE
20220303,03-03-2022,2022,Q1,3,March,2022-03,9,3,Thursday,4,FALSE
20220304,04-03-2022,2022,Q1,3,March,2022-03,9,4,Friday,5,FALSE
20220305,05-03-2022,2022,Q1,3,March,2022-03,9,5,Saturday,6,TRUE
20220306,06-03-2022,2022,Q1,3,March,2022-03,9,6,Sunday,7,TRUE
20220307,07-03-2022,2022,Q1,3,March,2022-03,10,7,Monday,1,FALSE
20220308,08-03-2022,2022,Q1,3,March,2022-03,10,8,Tuesday,2,FALSE
20220309,09-03-2022,2022,Q1,3,March,2022-03,10,9,Wednesday,3,FALSE
20220310,10-03-2022,2022,Q1,3,March,2022-03,10,10,Thursday,4,FALSE
20220311,11-03-2022,2022,Q1,3,March,2022-03,10,11,Friday,5,FALSE
20220312,12-03-2022,2022,Q1,3,March,2022-03,10,12,Saturday,6,TRUE
20220313,13-03-2022,2022,Q1,3,March,2022-03,10,13,Sunday,7,TRUE
20220314,14-03-2022,2022,Q1,3,March,2022-03,11,14,Monday,1,FALSE
20220315,15-03-2022,2022,Q1,3,March,2022-03,11,15,Tuesday,2,FALSE
20220316,16-03-2022,2022,Q1,3,March,2022-03,11,16,Wednesday,3,FALSE
20220317,17-03-2022,2022,Q1,3,March,2022-03,11,17,Thursday,4,FALSE
20220318,18-03-2022,2022,Q1,3,March,2022-03,11,18,Friday,5,FALSE
20220319,19-03-2022,2022,Q1,3,March,2022-03,11,19,Saturday,6,TRUE
20220320,20-03-2022,2022,Q1,3,March,2022-03,11,20,Sunday,7,TRUE
20220321,21-03-2022,2022,Q1,3,March,2022-03,12,21,Monday,1,FALSE
20220322,22-03-2022,2022,Q1,3,March,2022-03,12,22,Tuesday,2,FALSE
20220323,23-03-2022,2022,Q1,3,March,2022-03,12,23,Wednesday,3,FALSE
20220324,24-03-2022,2022,Q1,3,March,2022-03,12,24,Thursday,4,FALSE
20220325,25-03-2022,2022,Q1,3,March,2022-03,12,25,Friday,5,FALSE
20220326,26-03-2022,2022,Q1,3,March,2022-03,12,26,Saturday,6,TRUE
20220327,27-03-2022,2022,Q1,3,March,2022-03,12,27,Sunday,7,TRUE
20220328,28-03-2022,2022,Q1,3,March,2022-03,13,28,Monday,1,FALSE
20220329,29-03-2022,2022,Q1,3,March,2022-03,13,29,Tuesday,2,FALSE
20220330,30-03-2022,2022,Q1,3,March,2022-03,13,30,Wednesday,3,FALSE
20220331,31-03-2022,2022,Q1,3,March,2022-03,13,31,Thursday,4,FALSE
20220401,01-04-2022,2022,Q2,4,April,2022-04,13,1,Friday,5,FALSE
20220402,02-04-2022,2022,Q2,4,April,2022-04,13,2,Saturday,6,TRUE
20220403,03-04-2022,2022,Q2,4,April,2022-04,13,3,Sunday,7,TRUE
20220404,04-04-2022,2022,Q2,4,April,2022-04,14,4,Monday,1,FALSE
20220405,05-04-2022,2022,Q2,4,April,2022-04,14,5,Tuesday,2,FALSE
20220406,06-04-2022,2022,Q2,4,April,2022-04,14,6,Wednesday,3,FALSE
20220407,07-04-2022,2022,Q2,4,April,2022-04,14,7,Thursday,4,FALSE
20220408,08-04-2022,2022,Q2,4,April,2022-04,14,8,Friday,5,FALSE
20220409,09-04-2022,2022,Q2,4,April,2022-04,14,9,Saturday,6,TRUE
20220410,10-04-2022,2022,Q2,4,April,2022-04,14,10,Sunday,7,TRUE
20220411,11-04-2022,2022,Q2,4,April,2022-04,15,11,Monday,1,FALSE
20220412,12-04-2022,2022,Q2,4,April,2022-04,15,12,Tuesday,2,FALSE
20220413,13-04-2022,2022,Q2,4,April,2022-04,15,13,Wednesday,3,FALSE
20220414,14-04-2022,2022,Q2,4,April,2022-04,15,14,Thursday,4,FALSE
20220415,15-04-2022,2022,Q2,4,April,2022-04,15,15,Friday,5,FALSE
20220416,16-04-2022,2022,Q2,4,April,2022-04,15,16,Saturday,6,TRUE
20220417,17-04-2022,2022,Q2,4,April,2022-04,15,17,Sunday,7,TRUE
20220418,18-04-2022,2022,Q2,4,April,2022-04,16,18,Monday,1,FALSE
20220419,19-04-2022,2022,Q2,4,April,2022-04,16,19,Tuesday,2,FALSE
20220420,20-04-2022,2022,Q2,4,April,2022-04,16,20,Wednesday,3,FALSE
20220421,21-04-2022,2022,Q2,4,April,2022-04,16,21,Thursday,4,FALSE
20220422,22-04-2022,2022,Q2,4,April,2022-04,16,22,Friday,5,FALSE
20220423,23-04-2022,2022,Q2,4,April,2022-04,16,23,Saturday,6,TRUE
20220424,24-04-2022,2022,Q2,4,April,2022-04,16,24,Sunday,7,TRUE
20220425,25-04-2022,2022,Q2,4,April,2022-04,17,25,Monday,1,FALSE
20220426,26-04-2022,2022,Q2,4,April,2022-04,17,26,Tuesday,2,FALSE
20220427,27-04-2022,2022,Q2,4,April,2022-04,17,27,Wednesday,3,FALSE
20220428,28-04-2022,2022,Q2,4,April,2022-04,17,28,Thursday,4,FALSE
20220429,29-04-2022,2022,Q2,4,April,2022-04,17,29,Friday,5,FALSE
20220430,30-04-2022,2022,Q2,4,April,2022-04,17,30,Saturday,6,TRUE
20220501,01-05-2022,2022,Q2,5,May,2022-05,17,1,Sunday,7,TRUE
20220502,02-05-2022,2022,Q2,5,May,2022-05,18,2,Monday,1,FALSE
20220503,03-05-2022,2022,Q2,5,May,2022-05,18,3,Tuesday,2,FALSE
20220504,04-05-2022,2022,Q2,5,May,2022-05,18,4,Wednesday,3,FALSE
20220505,05-05-2022,2022,Q2,5,May,2022-05,18,5,Thursday,4,FALSE
20220506,06-05-2022,2022,Q2,5,May,2022-05,18,6,Friday,5,FALSE
20220507,07-05-2022,2022,Q2,5,May,2022-05,18,7,Saturday,6,TRUE
20220508,08-05-2022,2022,Q2,5,May,2022-05,18,8,Sunday,7,TRUE
20220509,09-05-2022,2022,Q2,5,May,2022-05,19,9,Monday,1,FALSE
20220510,10-05-2022,2022,Q2,5,May,2022-05,19,10,Tuesday,2,FALSE
20220511,11-05-2022,2022,Q2,5,May,2022-05,19,11,Wednesday,3,FALSE
20220512,12-05-2022,2022,Q2,5,May,2022-05,19,12,Thursday,4,FALSE
20220513,13-05-2022,2022,Q2,5,May,2022-05,19,13,Friday,5,FALSE
20220514,14-05-2022,2022,Q2,5,May,2022-05,19,14,Saturday,6,TRUE
20220515,15-05-2022,2022,Q2,5,May,2022-05,19,15,Sunday,7,TRUE
20220516,16-05-2022,2022,Q2,5,May,2022-05,20,16,Monday,1,FALSE
20220517,17-05-2022,2022,Q2,5,May,2022-05,20,17,Tuesday,2,FALSE
20220518,18-05-2022,2022,Q2,5,May,2022-05,20,18,Wednesday,3,FALSE
20220519,19-05-2022,2022,Q2,5,May,2022-05,20,19,Thursday,4,FALSE
20220520,20-05-2022,2022,Q2,5,May,2022-05,20,20,Friday,5,FALSE
20220521,21-05-2022,2022,Q2,5,May,2022-05,20,21,Saturday,6,TRUE
20220522,22-05-2022,2022,Q2,5,May,2022-05,20,22,Sunday,7,TRUE
20220523,23-05-2022,2022,Q2,5,May,2022-05,21,23,Monday,1,FALSE
20220524,24-05-2022,2022,Q2,5,May,2022-05,21,24,Tuesday,2,FALSE
20220525,25-05-2022,2022,Q2,5,May,2022-05,21,25,Wednesday,3,FALSE
20220526,26-05-2022,2022,Q2,5,May,2022-05,21,26,Thursday,4,FALSE
20220527,27-05-2022,2022,Q2,5,May,2022-05,21,27,Friday,5,FALSE
20220528,28-05-2022,2022,Q2,5,May,2022-05,21,28,Saturday,6,TRUE
20220529,29-05-2022,2022,Q2,5,May,2022-05,21,29,Sunday,7,TRUE
20220530,30-05-2022,2022,Q2,5,May,2022-05,22,30,Monday,1,FALSE
20220531,31-05-2022,2022,Q2,5,May,2022-05,22,31,Tuesday,2,FALSE
20220601,01-06-2022,2022,Q2,6,June,2022-06,22,1,Wednesday,3,FALSE
20220602,02-06-2022,2022,Q2,6,June,2022-06,22,2,Thursday,4,FALSE
20220603,03-06-2022,2022,Q2,6,June,2022-06,22,3,Friday,5,FALSE
20220604,04-06-2022,2022,Q2,6,June,2022-06,22,4,Saturday,6,TRUE
20220605,05-06-2022,2022,Q2,6,June,2022-06,22,5,Sunday,7,TRUE
20220606,06-06-2022,2022,Q2,6,June,2022-06,23,6,Monday,1,FALSE
20220607,07-06-2022,2022,Q2,6,June,2022-06,23,7,Tuesday,2,FALSE
20220608,08-06-2022,2022,Q2,6,June,2022-06,23,8,Wednesday,3,FALSE
20220609,09-06-2022,2022,Q2,6,June,2022-06,23,9,Thursday,4,FALSE
20220610,10-06-2022,2022,Q2,6,June,2022-06,23,10,Friday,5,FALSE
20220611,11-06-2022,2022,Q2,6,June,2022-06,23,11,Saturday,6,TRUE
20220612,12-06-2022,2022,Q2,6,June,2022-06,23,12,Sunday,7,TRUE
20220613,13-06-2022,2022,Q2,6,June,2022-06,24,13,Monday,1,FALSE
20220614,14-06-2022,2022,Q2,6,June,2022-06,24,14,Tuesday,2,FALSE
20220615,15-06-2022,2022,Q2,6,June,2022-06,24,15,Wednesday,3,FALSE
20220616,16-06-2022,2022,Q2,6,June,2022-06,24,16,Thursday,4,FALSE
20220617,17-06-2022,2022,Q2,6,June,2022-06,24,17,Friday,5,FALSE
20220618,18-06-2022,2022,Q2,6,June,2022-06,24,18,Saturday,6,TRUE
20220619,19-06-2022,2022,Q2,6,June,2022-06,24,19,Sunday,7,TRUE
20220620,20-06-2022,2022,Q2,6,June,2022-06,25,20,Monday,1,FALSE
20220621,21-06-2022,2022,Q2,6,June,2022-06,25,21,Tuesday,2,FALSE
20220622,22-06-2022,2022,Q2,6,June,2022-06,25,22,Wednesday,3,FALSE
20220623,23-06-2022,2022,Q2,6,June,2022-06,25,23,Thursday,4,FALSE
20220624,24-06-2022,2022,Q2,6,June,2022-06,25,24,Friday,5,FALSE
20220625,25-06-2022,2022,Q2,6,June,2022-06,25,25,Saturday,6,TRUE
20220626,26-06-2022,2022,Q2,6,June,2022-06,25,26,Sunday,7,TRUE
20220627,27-06-2022,2022,Q2,6,June,2022-06,26,27,Monday,1,FALSE
20220628,28-06-2022,2022,Q2,6,June,2022-06,26,28,Tuesday,2,FALSE
20220629,29-06-2022,2022,Q2,6,June,2022-06,26,29,Wednesday,3,FALSE
20220630,30-06-2022,2022,Q2,6,June,2022-06,26,30,Thursday,4,FALSE
20220701,01-07-2022,2022,Q3,7,July,2022-07,26,1,Friday,5,FALSE
20220702,02-07-2022,2022,Q3,7,July,2022-07,26,2,Saturday,6,TRUE
20220703,03-07-2022,2022,Q3,7,July,2022-07,26,3,Sunday,7,TRUE
20220704,04-07-2022,2022,Q3,7,July,2022-07,27,4,Monday,1,FALSE
20220705,05-07-2022,2022,Q3,7,July,2022-07,27,5,Tuesday,2,FALSE
20220706,06-07-2022,2022,Q3,7,July,2022-07,27,6,Wednesday,3,FALSE
20220707,07-07-2022,2022,Q3,7,July,2022-07,27,7,Thursday,4,FALSE
20220708,08-07-2022,2022,Q3,7,July,2022-07,27,8,Friday,5,FALSE
20220709,09-07-2022,2022,Q3,7,July,2022-07,27,9,Saturday,6,TRUE
20220710,10-07-2022,2022,Q3,7,July,2022-07,27,10,Sunday,7,TRUE
20220711,11-07-2022,2022,Q3,7,July,2022-07,28,11,Monday,1,FALSE
20220712,12-07-2022,2022,Q3,7,July,2022-07,28,12,Tuesday,2,FALSE
20220713,13-07-2022,2022,Q3,7,July,2022-07,28,13,Wednesday,3,FALSE
20220714,14-07-2022,2022,Q3,7,July,2022-07,28,14,Thursday,4,FALSE
20220715,15-07-2022,2022,Q3,7,July,2022-07,28,15,Friday,5,FALSE
20220716,16-07-2022,2022,Q3,7,July,2022-07,28,16,Saturday,6,TRUE
20220717,17-07-2022,2022,Q3,7,July,2022-07,28,17,Sunday,7,TRUE
20220718,18-07-2022,2022,Q3,7,July,2022-07,29,18,Monday,1,FALSE
20220719,19-07-2022,2022,Q3,7,July,2022-07,29,19,Tuesday,2,FALSE
20220720,20-07-2022,2022,Q3,7,July,2022-07,29,20,Wednesday,3,FALSE
20220721,21-07-2022,2022,Q3,7,July,2022-07,29,21,Thursday,4,FALSE
20220722,22-07-2022,2022,Q3,7,July,2022-07,29,22,Friday,5,FALSE
20220723,23-07-2022,2022,Q3,7,July,2022-07,29,23,Saturday,6,TRUE
20220724,24-07-2022,2022,Q3,7,July,2022-07,29,24,Sunday,7,TRUE
20220725,25-07-2022,2022,Q3,7,July,2022-07,30,25,Monday,1,FALSE
20220726,26-07-2022,2022,Q3,7,July,2022-07,30,26,Tuesday,2,FALSE
20220727,27-07-2022,2022,Q3,7,July,2022-07,30,27,Wednesday,3,FALSE
20220728,28-07-2022,2022,Q3,7,July,2022-07,30,28,Thursday,4,FALSE
20220729,29-07-2022,2022,Q3,7,July,2022-07,30,29,Friday,5,FALSE
20220730,30-07-2022,2022,Q3,7,July,2022-07,30,30,Saturday,6,TRUE
20220731,31-07-2022,2022,Q3,7,July,2022-07,30,31,Sunday,7,TRUE
20220801,01-08-2022,2022,Q3,8,August,2022-08,31,1,Monday,1,FALSE
20220802,02-08-2022,2022,Q3,8,August,2022-08,31,2,Tuesday,2,FALSE
20220803,03-08-2022,2022,Q3,8,August,2022-08,31,3,Wednesday,3,FALSE
20220804,04-08-2022,2022,Q3,8,August,2022-08,31,4,Thursday,4,FALSE
20220805,05-08-2022,2022,Q3,8,August,2022-08,31,5,Friday,5,FALSE
20220806,06-08-2022,2022,Q3,8,August,2022-08,31,6,Saturday,6,TRUE
20220807,07-08-2022,2022,Q3,8,August,2022-08,31,7,Sunday,7,TRUE
20220808,08-08-2022,2022,Q3,8,August,2022-08,32,8,Monday,1,FALSE
20220809,09-08-2022,2022,Q3,8,August,2022-08,32,9,Tuesday,2,FALSE
20220810,10-08-2022,2022,Q3,8,August,2022-08,32,10,Wednesday,3,FALSE
20220811,11-08-2022,2022,Q3,8,August,2022-08,32,11,Thursday,4,FALSE
20220812,12-08-2022,2022,Q3,8,August,2022-08,32,12,Friday,5,FALSE
20220813,13-08-2022,2022,Q3,8,August,2022-08,32,13,Saturday,6,TRUE
20220814,14-08-2022,2022,Q3,8,August,2022-08,32,14,Sunday,7,TRUE
20220815,15-08-2022,2022,Q3,8,August,2022-08,33,15,Monday,1,FALSE
20220816,16-08-2022,2022,Q3,8,August,2022-08,33,16,Tuesday,2,FALSE
20220817,17-08-2022,2022,Q3,8,August,2022-08,33,17,Wednesday,3,FALSE
20220818,18-08-2022,2022,Q3,8,August,2022-08,33,18,Thursday,4,FALSE
20220819,19-08-2022,2022,Q3,8,August,2022-08,33,19,Friday,5,FALSE
20220820,20-08-2022,2022,Q3,8,August,2022-08,33,20,Saturday,6,TRUE
20220821,21-08-2022,2022,Q3,8,August,2022-08,33,21,Sunday,7,TRUE
20220822,22-08-2022,2022,Q3,8,August,2022-08,34,22,Monday,1,FALSE
20220823,23-08-2022,2022,Q3,8,August,2022-08,34,23,Tuesday,2,FALSE
20220824,24-08-2022,2022,Q3,8,August,2022-08,34,24,Wednesday,3,FALSE
20220825,25-08-2022,2022,Q3,8,August,2022-08,34,25,Thursday,4,FALSE
20220826,26-08-2022,2022,Q3,8,August,2022-08,34,26,Friday,5,FALSE
20220827,27-08-2022,2022,Q3,8,August,2022-08,34,27,Saturday,6,TRUE
20220828,28-08-2022,2022,Q3,8,August,2022-08,34,28,Sunday,7,TRUE
20220829,29-08-2022,2022,Q3,8,August,2022-08,35,29,Monday,1,FALSE
20220830,30-08-2022,2022,Q3,8,August,2022-08,35,30,Tuesday,2,FALSE
20220831,31-08-2022,2022,Q3,8,August,2022-08,35,31,Wednesday,3,FALSE
20220901,01-09-2022,2022,Q3,9,September,2022-09,35,1,Thursday,4,FALSE
20220902,02-09-2022,2022,Q3,9,September,2022-09,35,2,Friday,5,FALSE
20220903,03-09-2022,2022,Q3,9,September,2022-09,35,3,Saturday,6,TRUE
20220904,04-09-2022,2022,Q3,9,September,2022-09,35,4,Sunday,7,TRUE
20220905,05-09-2022,2022,Q3,9,September,2022-09,36,5,Monday,1,FALSE
20220906,06-09-2022,2022,Q3,9,September,2022-09,36,6,Tuesday,2,FALSE
20220907,07-09-2022,2022,Q3,9,September,2022-09,36,7,Wednesday,3,FALSE
20220908,08-09-2022,2022,Q3,9,September,2022-09,36,8,Thursday,4,FALSE
20220909,09-09-2022,2022,Q3,9,September,2022-09,36,9,Friday,5,FALSE
20220910,10-09-2022,2022,Q3,9,September,2022-09,36,10,Saturday,6,TRUE
20220911,11-09-2022,2022,Q3,9,September,2022-09,36,11,Sunday,7,TRUE
20220912,12-09-2022,2022,Q3,9,September,2022-09,37,12,Monday,1,FALSE
20220913,13-09-2022,2022,Q3,9,September,2022-09,37,13,Tuesday,2,FALSE
20220914,14-09-2022,2022,Q3,9,September,2022-09,37,14,Wednesday,3,FALSE
20220915,15-09-2022,2022,Q3,9,September,2022-09,37,15,Thursday,4,FALSE
20220916,16-09-2022,2022,Q3,9,September,2022-09,37,16,Friday,5,FALSE
20220917,17-09-2022,2022,Q3,9,September,2022-09,37,17,Saturday,6,TRUE
20220918,18-09-2022,2022,Q3,9,September,2022-09,37,18,Sunday,7,TRUE
20220919,19-09-2022,2022,Q3,9,September,2022-09,38,19,Monday,1,FALSE
20220920,20-09-2022,2022,Q3,9,September,2022-09,38,20,Tuesday,2,FALSE
20220921,21-09-2022,2022,Q3,9,September,2022-09,38,21,Wednesday,3,FALSE
20220922,22-09-2022,2022,Q3,9,September,2022-09,38,22,Thursday,4,FALSE
20220923,23-09-2022,2022,Q3,9,September,2022-09,38,23,Friday,5,FALSE
20220924,24-09-2022,2022,Q3,9,September,2022-09,38,24,Saturday,6,TRUE
20220925,25-09-2022,2022,Q3,9,September,2022-09,38,25,Sunday,7,TRUE
20220926,26-09-2022,2022,Q3,9,September,2022-09,39,26,Monday,1,FALSE
20220927,27-09-2022,2022,Q3,9,September,2022-09,39,27,Tuesday,2,FALSE
20220928,28-09-2022,2022,Q3,9,September,2022-09,39,28,Wednesday,3,FALSE
20220929,29-09-2022,2022,Q3,9,September,2022-09,39,29,Thursday,4,FALSE
20220930,30-09-2022,2022,Q3,9,September,2022-09,39,30,Friday,5,FALSE
20221001,01-10-2022,2022,Q4,10,October,2022-10,39,1,Saturday,6,TRUE
20221002,02-10-2022,2022,Q4,10,October,2022-10,39,2,Sunday,7,TRUE
20221003,03-10-2022,2022,Q4,10,October,2022-10,40,3,Monday,1,FALSE
20221004,04-10-2022,2022,Q4,10,October,2022-10,40,4,Tuesday,2,FALSE
20221005,05-10-2022,2022,Q4,10,October,2022-10,40,5,Wednesday,3,FALSE
20221006,06-10-2022,2022,Q4,10,October,2022-10,40,6,Thursday,4,FALSE
20221007,07-10-2022,2022,Q4,10,October,2022-10,40,7,Friday,5,FALSE
