order_detail_id,order_id,product_id,customer_id,warehouse_id,supplier_id,order_date,order_status,product_name,category,is_active,quantity,unit_price,discount_pct,source_line_total,gross_line_amount,discount_amount,net_line_amount,calculated_line_total,line_total_difference,line_total_status,transaction_type,supplier_status
812219,5000984,21083,301580,507,1213,08-03-2025,Delivered,Business-focused zero-defect conglomeration,Toys,N,46,180.34,25.2,6205.14,8295.64,2090.50128,6205.13872,6205.13872,0.00128,Matched,Sale,Matched
812220,5005924,20471,302878,519,1158,16-04-2024,Pending,Decentralized holistic orchestration,Apparel,Y,43,2052.21,20,70596.02,88245.03,17649.006,70596.024,70596.024,-0.004,Matched,Sale,Matched
812221,5010955,20023,300094,538,1028,28-02-2026,Shipped,Switchable modular matrix,Furniture,N,30,246.02,0.5,7343.7,7380.6,36.903,7343.697,7343.697,0.003,Matched,Sale,Matched
812222,5003519,20684,301659,503,1087,19-07-2026,Shipped,Implemented leadingedge core,Office Supplies,,23,1955.5,1,44526.74,44976.5,449.765,44526.735,44526.735,0.005,Matched,Sale,Matched
812223,5006718,20670,302118,534,1071,26-03-2026,Shipped,Team-oriented full-range paradigm,Sporting Goods,Y,41,1262.9,6.3,48516.83,51778.9,3262.0707,48516.8293,48516.8293,0.0007,Matched,Sale,Matched
812224,5005973,21229,301445,515,1252,03-12-2021,Shipped,Multi-lateral client-driven migration,Automotive Parts,N,39,1881.75,1.2,72507.59,73388.25,880.659,72507.591,72507.591,-0.001,Matched,Sale,Matched
812225,5011975,20304,301924,529,1183,29-03-2023,Pending,Enterprise-wide didactic contingency,Pharmaceuticals,N,11,2151.2,21.7,18528.29,23663.2,5134.9144,18528.2856,18528.2856,0.0044,Matched,Sale,Matched
812226,5010569,20069,302601,508,1104,04-06-2026,Delivered,Proactive scalable toolset,Groceries,Y,48,2489.24,2,117093.85,119483.52,2389.6704,117093.8496,117093.8496,0.0004,Matched,Sale,Matched
812227,5001603,20233,300100,514,1109,18-06-2025,Shipped,Multi-channeled tertiary open architecture,Office Supplies,Y,15,1032.81,1.6,15244.28,15492.15,247.8744,15244.2756,15244.2756,0.0044,Matched,Sale,Matched
812228,5010606,21492,300608,532,1118,06-07-2025,Pending,Ergonomic encompassing benchmark,Apparel,Y,16,1785.14,1.6,,28562.24,456.99584,28105.24416,28105.24416,,Missing Source Total,Sale,Matched
812229,5007463,20427,301146,535,1292,14-10-2024,Delivered,Horizontal didactic array,Automotive Parts,Y,12,1986.28,,18782.26,,,,,,Cannot Calculate,Sale,Matched
812230,5005396,20055,300115,526,1210,12-12-2025,Pending,Mandatory composite adapter,Toys,Y,27,1712.37,5.7,43598.65,46233.99,2635.33743,43598.65257,43598.65257,-0.00257,Matched,Sale,Matched
812231,5009024,20266,301897,530,1212,09-06-2024,Delivered,Streamlined coherent capability,Office Supplies,N,28,1381.16,,28927.02,,,,,,Cannot Calculate,Sale,Matched
812232,5001308,20794,302903,502,1056,20-06-2025,Pending,De-engineered national instruction set,Groceries,Y,40,2171.17,,85283.56,,,,,,Cannot Calculate,Sale,Matched
812233,5002957,21299,301063,526,1176,20-06-2025,Delivered,Stand-alone actuating framework,Automotive Parts,Y,23,1908.65,11.1,,43898.95,4872.78345,39026.16655,39026.16655,,Missing Source Total,Sale,Matched
812234,5001909,20651,302473,529,1265,07-10-2023,Returned,Multi-channeled intangible matrices,Apparel,N,42,2359.22,0.7,98393.63,99087.24,693.61068,98393.62932,98393.62932,0.00068,Matched,Sale,Matched
812235,5009561,20539,301228,531,1061,13-05-2022,Shipped,Innovative non-volatile installation,Electronics,Y,7,2271.51,,13308.78,,,,,,Cannot Calculate,Sale,Matched
812236,5009289,20450,300152,523,1172,21-02-2021,Shipped,Reduced content-based time-frame,Apparel,Y,43,677.27,15.5,24608.61,29122.61,4514.00455,24608.60545,24608.60545,0.00455,Matched,Sale,Matched
812237,5004430,21201,301404,529,1132,18-07-2026,Pending,Triple-buffered zero-defect encryption,Apparel,Y,25,1804.54,15.3,38211.13,45113.5,6902.3655,38211.1345,38211.1345,-0.0045,Matched,Sale,Matched
812238,5011686,20870,300755,532,1127,22-03-2026,Cancelled,Inverse context-sensitive access,Electronics,N,29,800.96,5.6,21927.08,23227.84,1300.75904,21927.08096,21927.08096,-0.00096,Matched,Sale,Matched
812239,5008009,20483,302293,537,1027,27-01-2022,Cancelled,Integrated non-volatile knowledge user,Groceries,N,28,2312.3,5.5,61183.46,64744.4,3560.942,61183.458,61183.458,0.002,Matched,Sale,Matched
812240,5003911,20264,302993,528,1267,03-12-2023,Pending,Networked zero-defect initiative,Furniture,N,24,19.97,0.2,478.32,479.28,0.95856,478.32144,478.32144,-0.00144,Matched,Sale,Matched
812241,5011613,20069,300825,511,1104,01-02-2023,Shipped,Proactive scalable toolset,Groceries,Y,28,2489.24,0.5,69350.23,69698.72,348.4936,69350.2264,69350.2264,0.0036,Matched,Sale,Matched
812242,5007324,20501,301604,506,1165,23-06-2024,Pending,Ergonomic regional moratorium,Automotive Parts,N,5,883.07,1.7,4340.29,4415.35,75.06095,4340.28905,4340.28905,0.00095,Matched,Sale,Matched
812243,5003315,20194,301077,511,1282,06-03-2026,Cancelled,Digitized 4thgeneration frame,Toys,Y,6,1609.01,1.4,9518.9,9654.06,135.15684,9518.90316,9518.90316,-0.00316,Matched,Sale,Matched
812244,5010924,21039,302718,526,1193,21-07-2025,Pending,Cross-group bi-directional Internet solution,Industrial Equipment,N,14,2406.46,5.7,31770.08,33690.44,1920.35508,31770.08492,31770.08492,-0.00492,Matched,Sale,Matched
812245,5004013,21345,300677,501,1092,26-06-2025,Returned,Enterprise-wide 24hour complexity,Electronics,N,21,2089.68,21.6,34404.49,43883.28,9478.78848,34404.49152,34404.49152,-0.00152,Matched,Sale,Matched
812246,5009281,20590,302585,525,1206,28-06-2026,Delivered,Re-contextualized motivating methodology,Automotive Parts,Y,3,501.79,1.7,1479.78,1505.37,25.59129,1479.77871,1479.77871,0.00129,Matched,Sale,Matched
812247,5006260,21224,302211,540,1267,06-03-2025,Shipped,User-centric stable moderator,Toys,Y,22,2488.85,1.9,53714.36,54754.7,1040.3393,53714.3607,53714.3607,-0.0007,Matched,Sale,Matched
812248,5005028,21197,300111,532,1058,03-12-2025,Delivered,Distributed stable capacity,Electronics,Y,38,894.4,16.8,28277.35,33987.2,5709.8496,28277.3504,28277.3504,-0.0004,Matched,Sale,Matched
812249,5007243,20638,301198,502,1068,07-12-2024,Cancelled,Versatile incremental emulation,Toys,N,37,2208.17,,76228.24,,,,,,Cannot Calculate,Sale,Matched
812250,5004915,20145,300163,538,1197,05-04-2026,Shipped,Innovative background system engine,Industrial Equipment,Y,17,1637.66,,27311.26,,,,,,Cannot Calculate,Sale,Matched
812251,5007413,21208,302441,508,1256,12-09-2022,Returned,Sharable background function,Groceries,Y,20,528.17,16,8873.26,10563.4,1690.144,8873.256,8873.256,0.004,Matched,Sale,Matched
812252,5000874,21401,302946,509,1036,05-11-2024,Pending,Polarized well-modulated open system,Industrial Equipment,Y,5,444.73,10.2,1996.84,2223.65,226.8123,1996.8377,1996.8377,0.0023,Matched,Sale,Matched
812253,5010590,20629,300504,529,1045,18-04-2026,Shipped,Configurable analyzing alliance,Electronics,Y,36,314.47,1.9,11105.82,11320.92,215.09748,11105.82252,11105.82252,-0.00252,Matched,Sale,Matched
812254,5007503,20521,300952,533,1218,13-10-2025,Delivered,Centralized reciprocal Graphic Interface,Toys,N,28,1822.06,,48415.78,,,,,,Cannot Calculate,Sale,Matched
812255,5000895,21400,302345,537,1230,20-10-2024,Returned,Configurable dedicated challenge,Sporting Goods,N,14,2235.18,5.2,29665.31,31292.52,1627.21104,29665.30896,29665.30896,0.00104,Matched,Sale,Matched
812256,5007143,20687,301800,516,1024,26-10-2025,Shipped,Exclusive dedicated forecast,Office Supplies,N,19,405.22,26.5,5658.9,7699.18,2040.2827,5658.8973,5658.8973,0.0027,Matched,Sale,Matched
812257,5007421,21335,301495,515,1187,24-10-2025,Delivered,Right-sized even-keeled standardization,Automotive Parts,N,48,2008.96,1.1,95369.35,96430.08,1060.73088,95369.34912,95369.34912,0.00088,Matched,Sale,Matched
812258,5010520,21185,300735,535,1178,14-01-2026,Cancelled,Upgradable fault-tolerant parallelism,Industrial Equipment,N,32,,5.3,6929.01,,,,,,Cannot Calculate,Sale,Matched
812259,5011112,21409,301195,505,1261,13-11-2025,Returned,Operative client-server ability,Electronics,Y,24,2239.76,1.4,53001.68,53754.24,752.55936,53001.68064,53001.68064,-0.00064,Matched,Sale,Matched
812260,5010842,21153,300430,520,1062,17-07-2026,Returned,Programmable heuristic portal,Toys,N,19,1395.65,1.1,26225.66,26517.35,291.69085,26225.65915,26225.65915,0.00085,Matched,Sale,Matched
812261,5008235,20679,301251,509,1200,10-12-2025,Pending,Managed user-facing implementation,Groceries,Y,7,248.66,0.3,1735.4,1740.62,5.22186,1735.39814,1735.39814,0.00186,Matched,Sale,Matched
812262,5004081,21310,302586,539,1072,27-03-2024,Pending,Customizable bandwidth-monitored secured line,Apparel,Y,14,2231.81,25.5,23277.78,31245.34,7967.5617,23277.7783,23277.7783,0.0017,Matched,Sale,Matched
812263,5010892,20980,302868,514,1253,26-07-2024,Shipped,Vision-oriented tangible instruction set,Automotive Parts,N,11,1247.63,5.2,13010.29,13723.93,713.64436,13010.28564,13010.28564,0.00436,Matched,Sale,Matched
812264,5001368,20016,300586,505,1236,18-12-2023,Delivered,Enhanced homogeneous portal,Furniture,Y,32,1413.38,11.6,39981.69,45228.16,5246.46656,39981.69344,39981.69344,-0.00344,Matched,Sale,Matched
812265,5000558,21136,302690,522,1165,15-10-2025,Shipped,Universal solution-oriented capability,Sporting Goods,Y,50,1154.51,,56686.44,,,,,,Cannot Calculate,Sale,Matched
812266,5000814,20388,302376,504,1026,04-12-2024,Delivered,Decentralized dedicated intranet,Electronics,N,5,463.73,25.6,1725.08,2318.65,593.5744,1725.0756,1725.0756,0.0044,Matched,Sale,Matched
812267,5009062,20609,302156,505,1058,12-09-2025,Shipped,Up-sized directional application,Groceries,N,3,2114.9,16.6,5291.48,6344.7,1053.2202,5291.4798,5291.4798,0.0002,Matched,Sale,Matched
812268,5007738,20950,300808,512,1051,21-01-2025,Delivered,Visionary web-enabled success,Apparel,N,14,2488.42,11.9,30692.17,34837.88,4145.70772,30692.17228,30692.17228,-0.00228,Matched,Sale,Matched
812269,5003950,21276,300319,504,1064,21-09-2025,Shipped,Optimized radical support,Toys,Y,25,,6,10117.92,,,,,,Cannot Calculate,Sale,Matched
812270,5007979,20043,300895,511,1248,01-08-2026,Pending,Visionary executive Graphic Interface,Toys,N,5,263.16,20.1,1051.32,1315.8,264.4758,1051.3242,1051.3242,-0.0042,Matched,Sale,Matched
812271,5001160,21343,302932,523,1277,08-02-2025,Pending,Vision-oriented human-resource initiative,Industrial Equipment,N,20,2450.49,,48519.7,,,,,,Cannot Calculate,Sale,Matched
812272,5001188,20545,300119,505,1064,31-01-2026,Pending,Organized 6thgeneration ability,Office Supplies,Y,7,1165.82,16.9,6781.57,8160.74,1379.16506,6781.57494,6781.57494,-0.00494,Matched,Sale,Matched
812273,5005328,20829,300600,515,1266,27-06-2023,Returned,Compatible scalable solution,Office Supplies,Y,50,2093.19,16.2,87704.66,104659.5,16954.839,87704.661,87704.661,-0.001,Matched,Sale,Matched
812274,5004518,20940,301934,521,1085,01-04-2022,Shipped,Distributed content-based ability,Toys,N,2,498.12,1.7,979.3,996.24,16.93608,979.30392,979.30392,-0.00392,Matched,Sale,Matched
812275,5004514,20683,301893,531,1291,19-07-2024,Shipped,Realigned bifurcated circuit,Apparel,Y,11,1018.05,26.2,8264.53,11198.55,2934.0201,8264.5299,8264.5299,0.0001,Matched,Sale,Matched
812276,5001167,20959,300466,503,1284,05-09-2024,Shipped,Stand-alone client-server firmware,Pharmaceuticals,Y,35,399.31,1.7,13738.26,13975.85,237.58945,13738.26055,13738.26055,-0.00055,Matched,Sale,Matched
812277,5003491,21389,302433,532,1073,05-01-2026,Delivered,Open-architected bandwidth-monitored success,Office Supplies,N,31,1176.64,20.3,29071.24,36475.84,7404.59552,29071.24448,29071.24448,-0.00448,Matched,Sale,Matched
812278,5009671,21108,302576,521,1182,27-10-2024,Cancelled,Streamlined global parallelism,Furniture,Y,30,2009.5,,56607.62,,,,,,Cannot Calculate,Sale,Matched
812279,5001779,20198,300763,540,1187,03-07-2025,Delivered,Persevering attitude-oriented access,Apparel,N,50,1790.35,0.9,88711.84,89517.5,805.6575,88711.8425,88711.8425,-0.0025,Matched,Sale,Matched
812280,5010959,20586,302164,535,1131,13-04-2025,Delivered,Grass-roots modular strategy,Furniture,N,11,753.62,0.3,8264.95,8289.82,24.86946,8264.95054,8264.95054,-0.00054,Matched,Sale,Matched
812281,5004385,20939,302093,533,1215,11-03-2026,Delivered,Universal methodical customer loyalty,Automotive Parts,N,5,1312.9,16,5514.18,6564.5,1050.32,5514.18,5514.18,9.09E-13,Matched,Sale,Matched
812282,5012000,20333,300954,537,1240,09-02-2026,Pending,Optional intangible methodology,Electronics,Y,20,2002.95,1.2,39578.29,40059,480.708,39578.292,39578.292,-0.002,Matched,Sale,Matched
812283,5008911,20207,302296,524,1068,23-08-2024,Returned,Synchronized radical strategy,Groceries,Y,25,2453.38,0.7,60905.16,61334.5,429.3415,60905.1585,60905.1585,0.0015,Matched,Sale,Matched
812284,5001339,20332,300411,521,1026,03-11-2025,Returned,Customer-focused responsive structure,Industrial Equipment,Y,27,917.15,1.3,24441.13,24763.05,321.91965,24441.13035,24441.13035,-0.00035,Matched,Sale,Matched
812285,5003337,20737,300122,532,1265,10-09-2025,Pending,Organic discrete firmware,Office Supplies,N,17,1468.34,1.5,24587.35,24961.78,374.4267,24587.3533,24587.3533,-0.0033,Matched,Sale,Matched
812286,5000025,20638,302376,511,1068,03-06-2022,Delivered,Versatile incremental emulation,Toys,N,9,2208.17,0.5,19774.16,19873.53,99.36765,19774.16235,19774.16235,-0.00235,Matched,Sale,Matched
812287,5001265,21438,301603,518,1152,30-08-2024,Returned,Polarized system-worthy installation,Furniture,Y,39,1834.08,6.2,67094.31,71529.12,4434.80544,67094.31456,67094.31456,-0.00456,Matched,Sale,Matched
812288,5007859,20070,300998,534,1185,30-01-2026,Delivered,Compatible national data-warehouse,Pharmaceuticals,Y,20,627.47,20.8,,12549.4,2610.2752,9939.1248,9939.1248,,Missing Source Total,Sale,Matched
812289,5003850,21042,301178,501,1119,20-07-2025,Delivered,Grass-roots directional success,Furniture,N,1,2453.36,0.8,2433.73,2453.36,19.62688,2433.73312,2433.73312,-0.00312,Matched,Sale,Matched
812290,5011512,20460,300214,526,1255,13-03-2024,Pending,Proactive scalable interface,Electronics,N,47,373.84,1.5,17306.92,17570.48,263.5572,17306.9228,17306.9228,-0.0028,Matched,Sale,Matched
812291,5000293,21113,301188,521,1195,11-02-2023,Pending,Team-oriented radical conglomeration,Furniture,Y,45,1578.3,1.5,69958.15,71023.5,1065.3525,69958.1475,69958.1475,0.0025,Matched,Sale,Matched
812292,5010277,20230,302238,532,1243,18-07-2023,Delivered,Fundamental cohesive strategy,Furniture,Y,3,392.5,,1163.37,,,,,,Cannot Calculate,Sale,Matched
812293,5002317,21204,300263,520,1205,14-04-2024,Delivered,Organic heuristic website,Automotive Parts,Y,45,2274.55,16.4,85568.57,102354.75,16786.179,85568.571,85568.571,-0.001,Matched,Sale,Matched
812294,5010224,20819,302037,527,1166,13-07-2026,Returned,Public-key explicit secured line,Industrial Equipment,Y,-4,1881.16,15.2,-6380.89,-7524.64,-1143.74528,-6380.89472,-6380.89472,0.00472,Matched,Return / Reversal,Matched
812295,5011523,20522,300277,532,1269,14-02-2026,Pending,Enterprise-wide 4thgeneration structure,Apparel,N,17,2466.62,25,31449.4,41932.54,10483.135,31449.405,31449.405,-0.005,Matched,Sale,Matched
812296,5007646,20612,300769,531,1063,29-04-2026,Returned,Object-based content-based groupware,Industrial Equipment,N,14,986.64,25.1,10345.91,13812.96,3467.05296,10345.90704,10345.90704,0.00296,Matched,Sale,Matched
812297,5011723,20691,301915,540,1212,04-05-2025,Pending,Exclusive 3rdgeneration conglomeration,Sporting Goods,Y,43,1390.37,21.6,46872.15,59785.91,12913.75656,46872.15344,46872.15344,-0.00344,Matched,Sale,Matched
812298,5003044,20389,302093,515,1170,20-06-2026,Shipped,Operative zero administration throughput,Electronics,Y,17,2301.12,,35050.66,,,,,,Cannot Calculate,Sale,Matched
812299,5004604,21350,300952,526,1003,05-11-2024,Delivered,Fundamental exuding definition,Automotive Parts,Y,23,,0.5,29571.77,,,,,,Cannot Calculate,Sale,Matched
812300,5005040,20773,301603,519,1013,19-10-2024,Pending,Public-key exuding Graphic Interface,Pharmaceuticals,Y,49,574.07,10.6,25147.71,28129.43,2981.71958,25147.71042,25147.71042,-0.00042,Matched,Sale,Matched
812301,5002124,21392,300973,520,1206,29-05-2021,Returned,Cross-platform homogeneous info-mediaries,Furniture,N,30,1438.52,1.8,42378.8,43155.6,776.8008,42378.7992,42378.7992,0.0008,Matched,Sale,Matched
812302,5007524,21160,302756,524,1161,19-11-2024,Pending,Multi-channeled even-keeled capacity,Office Supplies,N,26,245.49,16.9,5304.06,6382.74,1078.68306,5304.05694,5304.05694,0.00306,Matched,Sale,Matched
812303,5010401,21393,302530,528,1162,12-12-2021,Delivered,Ameliorated bifurcated access,Industrial Equipment,Y,45,1526.67,21.1,54204.42,68700.15,14495.73165,54204.41835,54204.41835,0.00165,Matched,Sale,Matched
812304,5003061,21396,301203,506,1174,28-02-2026,Delivered,Configurable encompassing circuit,Automotive Parts,Y,46,1759.6,26.5,59492.08,80941.6,21449.524,59492.076,59492.076,0.004,Matched,Sale,Matched
812305,5008492,20218,302583,505,1252,19-05-2026,Cancelled,Customizable foreground analyzer,Office Supplies,Y,21,1975.19,5.5,39197.65,41478.99,2281.34445,39197.64555,39197.64555,0.00445,Matched,Sale,Matched
812306,5003424,21003,300349,521,1157,08-02-2026,Delivered,Programmable well-modulated flexibility,Furniture,N,26,2131.7,10.2,49770.93,55424.2,5653.2684,49770.9316,49770.9316,-0.0016,Matched,Sale,Matched
812307,5001298,21002,302835,506,1178,08-03-2024,Pending,Adaptive homogeneous portal,Industrial Equipment,N,20,1592.97,6.5,29788.54,31859.4,2070.861,29788.539,29788.539,0.001,Matched,Sale,Matched
812308,5007724,21078,301827,505,1142,01-07-2024,Pending,Proactive explicit strategy,Office Supplies,N,32,2242.82,0.4,71483.16,71770.24,287.08096,71483.15904,71483.15904,0.00096,Matched,Sale,Matched
812309,5004851,20549,302381,510,1074,13-06-2026,Shipped,Right-sized eco-centric software,Industrial Equipment,Y,49,988.24,1.4,47745.83,48423.76,677.93264,47745.82736,47745.82736,0.00264,Matched,Sale,Matched
812310,5003796,20736,300615,509,1242,16-02-2022,Delivered,Multi-tiered 4thgeneration conglomeration,Groceries,Y,44,1635.92,0.7,71476.62,71980.48,503.86336,71476.61664,71476.61664,0.00336,Matched,Sale,Matched
812311,5004454,20695,302969,520,1120,29-10-2024,Shipped,Mandatory demand-driven function,Pharmaceuticals,Y,13,2450.34,0.6,31663.29,31854.42,191.12652,31663.29348,31663.29348,-0.00348,Matched,Sale,Matched
812312,5008977,20544,300237,540,1055,27-03-2023,Pending,Public-key interactive open architecture,Pharmaceuticals,N,41,453.76,5.7,17543.72,18604.16,1060.43712,17543.72288,17543.72288,-0.00288,Matched,Sale,Matched
812313,5002848,20239,301187,506,1069,13-02-2026,Pending,Future-proofed non-volatile protocol,Pharmaceuticals,Y,9,1699.59,,15020.98,,,,,,Cannot Calculate,Sale,Matched
812314,5008112,20909,300835,540,1014,09-02-2025,Shipped,Synergized tangible success,Toys,,3,1740.91,0.8,5180.95,5222.73,41.78184,5180.94816,5180.94816,0.00184,Matched,Sale,Matched
812315,5006179,20043,300167,530,1248,03-06-2025,Shipped,Visionary executive Graphic Interface,Toys,N,24,263.16,0.7,6271.63,6315.84,44.21088,6271.62912,6271.62912,0.00088,Matched,Sale,Matched
812316,5004920,20339,301930,521,1124,06-09-2023,Pending,Pre-emptive discrete structure,Furniture,N,29,1408.74,1.1,40404.07,40853.46,449.38806,40404.07194,40404.07194,-0.00194,Matched,Sale,Matched
812317,5003249,21288,301654,515,1081,12-12-2025,Returned,Ergonomic optimizing product,Pharmaceuticals,N,33,252.09,5.3,7878.06,8318.97,440.90541,7878.06459,7878.06459,-0.00459,Matched,Sale,Matched
812318,5007304,21304,301690,507,1192,03-11-2024,Returned,Adaptive actuating protocol,Groceries,Y,37,398.56,16.8,12269.27,14746.72,2477.44896,12269.27104,12269.27104,-0.00104,Matched,Sale,Matched
812319,5002456,20517,300836,511,1101,19-06-2024,Shipped,Down-sized executive circuit,Office Supplies,N,21,58.33,0.4,1220.03,1224.93,4.89972,1220.03028,1220.03028,-0.00028,Matched,Sale,Matched
812320,5002310,20779,302608,530,1080,09-10-2025,Pending,Object-based asymmetric monitoring,Sporting Goods,N,7,,25.5,7384.75,,,,,,Cannot Calculate,Sale,Matched
812321,5005416,20305,301471,537,1070,09-08-2025,Delivered,Configurable value-added portal,Office Supplies,N,48,2423.92,16.4,97267.06,116348.16,19081.09824,97267.06176,97267.06176,-0.00176,Matched,Sale,Matched
812322,5002356,20870,301429,519,1127,23-04-2025,Pending,Inverse context-sensitive access,Electronics,N,50,800.96,10.5,35842.96,40048,4205.04,35842.96,35842.96,0,Matched,Sale,Matched
812323,5010177,21059,300312,503,1060,07-11-2025,Returned,Multi-layered clear-thinking functionalities,Industrial Equipment,Y,28,1096.01,26.4,22586.57,30688.28,8101.70592,22586.57408,22586.57408,-0.00408,Matched,Sale,Matched
812324,5008240,21390,302354,520,1027,10-10-2025,Shipped,Progressive client-driven superstructure,Pharmaceuticals,Y,4,500.13,1.3,1974.51,2000.52,26.00676,1974.51324,1974.51324,-0.00324,Matched,Sale,Matched
812325,5006594,20116,300186,530,1182,20-06-2024,Shipped,Object-based uniform challenge,Groceries,Y,20,2338.14,15.3,39608.09,46762.8,7154.7084,39608.0916,39608.0916,-0.0016,Matched,Sale,Matched
812326,5003266,20693,300611,516,1199,08-06-2024,Delivered,Synergistic client-driven implementation,Electronics,N,-3,444.61,25.3,-996.37,-1333.83,-337.45899,-996.37101,-996.37101,0.00101,Matched,Return / Reversal,Matched
812327,5011406,20197,301238,512,1234,06-06-2026,Delivered,Reduced systemic project,Pharmaceuticals,N,45,2375.99,11.5,,106919.55,12295.74825,94623.80175,94623.80175,,Missing Source Total,Sale,Matched
812328,5011088,20501,301879,538,1165,05-03-2024,Shipped,Ergonomic regional moratorium,Automotive Parts,N,-4,883.07,,-3002.44,,,,,,Cannot Calculate,Return / Reversal,Matched
812329,5007170,20827,302193,508,1093,15-03-2025,Shipped,Function-based demand-driven middleware,Toys,Y,9,961.13,15.1,7343.99,8650.17,1306.17567,7343.99433,7343.99433,-0.00433,Matched,Sale,Matched
812330,5010751,20843,302903,517,1273,17-01-2024,Returned,Public-key user-facing infrastructure,Toys,Y,11,1380.08,10.9,,15180.88,1654.71592,13526.16408,13526.16408,,Missing Source Total,Sale,Matched
812331,5001381,21022,300723,511,1280,27-12-2024,Shipped,User-centric fresh-thinking service-desk,Toys,N,1,460.06,21.2,362.53,460.06,97.53272,362.52728,362.52728,0.00272,Matched,Sale,Matched
812332,5000310,20325,301166,524,1225,08-04-2025,Cancelled,Optimized 3rdgeneration budgetary management,Office Supplies,N,3,1398.44,26.2,3096.15,4195.32,1099.17384,3096.14616,3096.14616,0.00384,Matched,Sale,Matched
812333,5010793,20760,300641,503,1268,22-06-2025,Delivered,Reactive web-enabled Local Area Network,Apparel,,5,1603.25,1.9,7863.94,8016.25,152.30875,7863.94125,7863.94125,-0.00125,Matched,Sale,Matched
812334,5011706,21474,302897,534,1294,13-02-2026,Delivered,Centralized secondary alliance,Furniture,Y,20,350.52,20.3,5587.29,7010.4,1423.1112,5587.2888,5587.2888,0.0012,Matched,Sale,Matched
812335,5011801,21292,302174,513,1043,23-01-2025,Shipped,Digitized interactive adapter,Toys,N,20,1858.48,0.6,36946.58,37169.6,223.0176,36946.5824,36946.5824,-0.0024,Matched,Sale,Matched
812336,5004630,21263,300824,539,1185,26-06-2025,Pending,Diverse static customer loyalty,Sporting Goods,N,32,2262.95,26.7,53079.76,72414.4,19334.6448,53079.7552,53079.7552,0.0048,Matched,Sale,Matched
812337,5005744,20975,300349,535,1151,12-11-2023,Returned,Monitored client-server flexibility,Office Supplies,Y,8,1510.5,1.9,11854.4,12084,229.596,11854.404,11854.404,-0.004,Matched,Sale,Matched
812338,5002635,20120,302462,532,1031,10-05-2026,Delivered,Vision-oriented multi-tasking extranet,Industrial Equipment,N,49,56.74,1.2,2746.9,2780.26,33.36312,2746.89688,2746.89688,0.00312,Matched,Sale,Matched
812339,5000035,21279,301773,522,1163,18-03-2026,Pending,Configurable well-modulated interface,Furniture,Y,21,1038.99,21.5,17127.75,21818.79,4691.03985,17127.75015,17127.75015,-0.00015,Matched,Sale,Matched
812340,5004037,20090,300901,533,1077,17-04-2025,Returned,Public-key reciprocal throughput,Electronics,N,37,449.04,0.3,16564.64,16614.48,49.84344,16564.63656,16564.63656,0.00344,Matched,Sale,Matched
812341,5001772,20281,302919,505,1244,15-07-2025,Shipped,Universal coherent methodology,Furniture,Y,38,786.05,1,29571.2,29869.9,298.699,29571.201,29571.201,-0.001,Matched,Sale,Matched
812342,5010657,20106,300943,505,1206,06-11-2025,Cancelled,Stand-alone 5thgeneration customer loyalty,Apparel,Y,12,931.85,0.3,11148.65,11182.2,33.5466,11148.6534,11148.6534,-0.0034,Matched,Sale,Matched
812343,5010739,20585,301581,518,1186,22-06-2023,Cancelled,Proactive high-level alliance,Apparel,N,8,2258.09,1.9,17721.49,18064.72,343.22968,17721.49032,17721.49032,-0.00032,Matched,Sale,Matched
812344,5008077,21347,300986,508,1050,25-10-2025,Shipped,Total 24/7 utilization,Groceries,N,7,779.37,6.1,5122.8,5455.59,332.79099,5122.79901,5122.79901,0.00099,Matched,Sale,Matched
812345,5004879,20910,302183,514,1081,05-11-2025,Shipped,Face-to-face real-time implementation,Pharmaceuticals,N,20,77.4,1.9,1518.59,1548,29.412,1518.588,1518.588,0.002,Matched,Sale,Matched
812346,5001206,21005,301192,508,1005,15-05-2025,Pending,Mandatory real-time interface,Sporting Goods,,5,1485.82,0.6,7384.53,7429.1,44.5746,7384.5254,7384.5254,0.0046,Matched,Sale,Matched
812347,5003124,21289,302052,516,1238,26-02-2026,Delivered,Sharable coherent emulation,Office Supplies,N,20,2458.46,15,41793.82,49169.2,7375.38,41793.82,41793.82,0,Matched,Sale,Matched
812348,5005657,21367,301352,539,1023,09-03-2026,Shipped,Enhanced eco-centric adapter,Industrial Equipment,N,18,391.51,,5898.49,,,,,,Cannot Calculate,Sale,Matched
812349,5006142,21087,301985,526,1040,03-02-2026,Pending,Mandatory interactive service-desk,Furniture,Y,19,2396.65,10.6,40709.5,45536.35,4826.8531,40709.4969,40709.4969,0.0031,Matched,Sale,Matched
812350,5005643,21265,300940,512,1219,04-07-2022,Shipped,Decentralized intangible matrix,Sporting Goods,N,34,991.98,16.2,28263.49,33727.32,5463.82584,28263.49416,28263.49416,-0.00416,Matched,Sale,Matched
812351,5009472,21338,301531,507,1179,16-03-2025,Returned,Team-oriented content-based support,Office Supplies,N,50,1794.48,5.9,84430.28,89724,5293.716,84430.284,84430.284,-0.004,Matched,Sale,Matched
812352,5001378,21403,300804,530,1087,23-03-2024,Pending,Managed mission-critical collaboration,Automotive Parts,N,45,914.31,21.6,32256.86,41143.95,8887.0932,32256.8568,32256.8568,0.0032,Matched,Sale,Matched
