shipment_id,order_id,carrier,shipment_date,delivery_date,shipping_cost,distance_km,order_status,order_reference_status,shipment_date_status,delivery_date_status
902343,5010458,FedEx,2026-02-11,2026-02-23,323.23,5041.8,Delivered,Matched,Valid,Valid
902344,5008723,FedEx,2025-07-25,2025-08-07,420.71,7430.2,Pending,Matched,Valid,Valid
902345,5006977,Blue Dart,2024-09-30,2024-10-12,583.65,10393.2,Pending,Matched,Valid,Valid
902346,5002759,FedEx,2025-07-01,2025-07-21,717.87,11991.8,Pending,Matched,Valid,Valid
902347,5010735,Blue Dart,2025-06-11,2025-06-12,67.91,1127.5,Delivered,Matched,Valid,Valid
902348,5010542,DHL Express,2026-05-09,2026-05-14,231.57,3372.9,Shipped,Matched,Valid,Valid
902349,5009209,Maersk,,,538.63,10433.8,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902350,5001632,DHL,2021-11-29,2021-12-14,694.86,10583.0,Pending,Matched,Valid,Valid
902351,5011515,Maersk,2025-04-25,2025-05-09,508.83,7653.4,Shipped,Matched,Valid,Valid
902352,5004042,FedEx,2025-05-06,2025-05-20,,11968.5,Cancelled,Matched,Valid,Valid
902353,5008970,DHL,2025-04-15,2025-04-27,512.54,7302.6,Delivered,Matched,Valid,Valid
902354,5007738,DHL Express,2025-01-22,2025-01-30,338.12,7513.2,Delivered,Matched,Valid,Valid
902355,5002270,DHL Express,2023-11-21,2023-11-27,,3895.4,Returned,Matched,Valid,Valid
902356,5001546,FedEx,2024-05-02,,615.09,9313.6,Shipped,Matched,Valid,Missing Delivery Date
902357,5011266,Maersk,2025-12-04,2025-12-10,217.23,4563.0,Delivered,Matched,Valid,Valid
902358,5011767,FedEx,2022-10-16,2022-10-23,297.35,5453.5,Delivered,Matched,Valid,Valid
902359,5010798,Maersk,2025-03-14,2025-03-20,347.46,5019.1,Delivered,Matched,Valid,Valid
902360,5002641,UPS,2025-01-22,2025-01-27,181.7,2915.4,Pending,Matched,Valid,Valid
902361,5009498,Maersk,2024-07-15,,389.26,7187.0,Shipped,Matched,Valid,Missing Delivery Date
902362,5000232,DHL,2025-11-21,2025-12-06,741.43,11597.1,Pending,Matched,Valid,Valid
902363,5005695,DHL Express,2025-07-14,2025-07-15,62.2,993.5,Delivered,Matched,Valid,Valid
902364,5011596,UPS,2022-03-15,,468.36,9220.3,Shipped,Matched,Valid,Missing Delivery Date
902365,5001862,DHL,,,162.18,2797.9,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902366,5003711,DHL Express,2025-07-04,2025-07-17,550.2,8184.9,Delivered,Matched,Valid,Valid
902367,5004584,DHL,2026-05-27,2026-05-29,118.18,1624.2,Returned,Matched,Valid,Valid
902368,5001066,Blue Dart,,,116.62,2033.2,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902369,5007952,DHL Express,2024-08-10,2024-08-15,191.3,3380.0,Delivered,Matched,Valid,Valid
902370,5007991,DHL Express,2022-11-16,2022-11-23,286.55,4632.2,Shipped,Matched,Valid,Valid
902371,5001133,DHL,2025-07-15,2025-07-18,191.28,2893.8,Returned,Matched,Valid,Valid
902372,5010705,DHL,,,245.39,4897.9,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902373,5003601,Maersk,2022-10-15,2022-10-21,269.26,4278.8,Pending,Matched,Valid,Valid
902374,5006495,UPS,2024-02-19,2024-02-23,115.26,2316.2,Shipped,Matched,Valid,Valid
902375,5006699,Blue Dart,2024-10-30,2024-11-01,,2065.4,Returned,Matched,Valid,Valid
902376,5007286,UPS,2025-09-03,2025-09-14,545.0,9951.1,Shipped,Matched,Valid,Valid
902377,5011480,DHL Express,2024-08-01,2024-08-12,207.92,4517.0,Cancelled,Matched,Valid,Valid
902378,5011400,Maersk,2026-02-26,2026-03-12,522.49,7963.0,Pending,Matched,Valid,Valid
902379,5006688,FedEx,2026-08-05,2026-08-18,512.73,9787.0,Shipped,Matched,Valid,Valid
902380,5003501,DHL,2023-08-27,2023-09-03,,5337.3,Returned,Matched,Valid,Valid
902381,5007667,Blue Dart,2022-09-04,2022-09-08,140.84,,Delivered,Matched,Valid,Valid
902382,5002600,Blue Dart,2022-12-04,2022-12-15,274.07,6436.3,Shipped,Matched,Valid,Valid
902383,5007554,UPS,2026-03-13,,418.34,9728.4,Shipped,Matched,Valid,Missing Delivery Date
902384,5008218,DHL Express,2021-11-03,2021-11-06,149.11,2367.5,Delivered,Matched,Valid,Valid
902385,5006819,DHL,,,280.68,5188.4,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902386,5001075,DHL Express,2024-05-17,2024-05-18,54.86,742.6,Shipped,Matched,Valid,Valid
902387,5001227,Blue Dart,2025-08-23,2025-09-03,359.35,6221.6,Delivered,Matched,Valid,Valid
902388,5000053,Maersk,2025-09-20,2025-10-12,775.96,,Delivered,Matched,Valid,Valid
902389,5008848,UPS,2023-11-30,2023-12-04,168.36,3180.1,Shipped,Matched,Valid,Valid
902390,5001480,FedEx,2025-03-23,2025-04-13,,9980.2,Pending,Matched,Valid,Valid
902391,5005789,FedEx,2023-06-06,2023-06-21,686.08,10459.1,Shipped,Matched,Valid,Valid
902392,5001860,DHL Express,2025-06-16,2025-06-18,144.82,2156.0,Shipped,Matched,Valid,Valid
902393,5003949,Maersk,2025-02-01,2025-02-11,625.82,9510.1,Pending,Matched,Valid,Valid
902394,5009528,DHL,2025-12-17,,209.55,4292.1,Delivered,Matched,Valid,Missing Delivery Date
902395,5001820,DHL,2021-10-18,2021-10-21,189.91,3118.6,Pending,Matched,Valid,Valid
902396,5006421,FedEx,2024-11-26,2024-11-29,102.97,1795.6,Pending,Matched,Valid,Valid
902397,5002738,DHL,2025-01-31,2025-02-20,632.01,9267.9,Shipped,Matched,Valid,Valid
902398,5001477,Blue Dart,2026-06-25,2026-07-08,352.91,6261.3,Pending,Matched,Valid,Valid
902399,5005013,FedEx,2023-10-03,,247.29,,Shipped,Matched,Valid,Missing Delivery Date
902400,5010879,DHL Express,,,759.07,11054.5,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902401,5010755,Blue Dart,2026-02-15,2026-02-28,372.93,7627.5,Pending,Matched,Valid,Valid
902402,5000879,UPS,2021-02-25,2021-02-27,103.37,1535.7,Cancelled,Matched,Valid,Valid
902403,5011362,DHL,2025-05-12,2025-05-13,12.75,120.5,Shipped,Matched,Valid,Valid
902404,5005691,UPS,,,146.4,2823.9,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902405,5007459,FedEx,2025-03-24,,714.08,11227.2,Cancelled,Matched,Valid,Missing Delivery Date
902406,5002447,DHL Express,2023-10-23,2023-10-28,249.58,3834.2,Shipped,Matched,Valid,Valid
902407,5010961,FedEx,2024-12-05,2024-12-06,49.59,1041.1,Cancelled,Matched,Valid,Valid
902408,5002908,DHL Express,2025-05-22,2025-06-06,383.45,6909.4,Pending,Matched,Valid,Valid
902409,5001878,Maersk,2025-08-16,2025-08-20,185.2,3831.0,Pending,Matched,Valid,Valid
902410,5004459,Maersk,2025-05-06,2025-05-10,265.99,3812.1,Shipped,Matched,Valid,Valid
902411,5004945,Blue Dart,2024-10-10,2024-10-25,419.97,7080.0,Pending,Matched,Valid,Valid
902412,5011816,UPS,2022-10-19,2022-10-22,116.01,2599.7,Delivered,Matched,Valid,Valid
902413,5010415,DHL Express,2026-02-24,2026-03-02,261.59,5570.7,Shipped,Matched,Valid,Valid
902414,5011389,FedEx,2022-03-24,2022-04-05,618.69,11099.0,Pending,Matched,Valid,Valid
902415,5010432,DHL,2026-05-29,2026-06-17,664.84,11740.1,Cancelled,Matched,Valid,Valid
902416,5002237,UPS,2025-01-01,2025-01-08,281.7,5457.4,Delivered,Matched,Valid,Valid
902417,5010385,Maersk,,,603.73,10860.9,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902418,5006526,Maersk,2025-02-20,2025-03-05,388.78,8595.9,Pending,Matched,Valid,Valid
902419,5010721,FedEx,2024-10-14,2024-10-30,603.42,10634.6,Returned,Matched,Valid,Valid
902420,5005364,FedEx,2024-10-15,2024-11-05,639.36,11210.6,Delivered,Matched,Valid,Valid
902421,5007616,Blue Dart,2026-04-26,2026-04-28,98.01,1765.5,Delivered,Matched,Valid,Valid
902422,5007307,Maersk,2025-01-15,2025-01-28,554.57,11870.7,Pending,Matched,Valid,Valid
902423,5004009,FedEx,,,690.1,11111.3,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902424,5009900,FedEx,2025-04-21,2025-04-30,546.14,8075.4,Pending,Matched,Valid,Valid
902425,5006433,FedEx,2023-05-28,2023-06-13,422.6,9704.8,Delivered,Matched,Valid,Valid
902426,5003117,DHL,2023-11-17,2023-08-12,511.94,10441.6,Pending,Matched,Valid,Delivery Before Shipment
902427,5005175,DHL,2023-11-15,2023-11-26,515.08,8492.8,Returned,Matched,Valid,Valid
902428,5010544,DHL Express,2024-03-18,2024-03-26,268.9,4841.7,Shipped,Matched,Valid,Valid
902429,5001103,DHL Express,,,262.46,4872.3,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902430,5004843,UPS,2026-03-27,2026-04-18,577.89,11829.1,Returned,Matched,Valid,Valid
902431,5002714,DHL Express,2024-02-02,2024-02-08,263.19,4756.4,Cancelled,Matched,Valid,Valid
902432,5011269,Blue Dart,2024-12-13,2024-12-19,251.15,3866.2,Pending,Matched,Valid,Valid
902433,5004452,FedEx,2026-08-02,2026-08-14,,10755.0,Shipped,Matched,Valid,Valid
902434,5007160,DHL,2021-07-09,2021-07-11,126.32,1899.7,Returned,Matched,Valid,Valid
902435,5001513,UPS,2026-05-31,2026-06-05,159.18,2978.7,Shipped,Matched,Valid,Valid
902436,5009436,FedEx,2026-02-05,2026-02-20,505.07,8778.9,Shipped,Matched,Valid,Valid
902437,5004475,FedEx,2025-04-08,2025-04-24,672.79,10828.9,Pending,Matched,Valid,Valid
902438,5009888,UPS,2025-04-23,2025-05-06,565.46,9792.7,Pending,Matched,Valid,Valid
902439,5003238,DHL,2023-10-17,2023-10-18,71.37,1135.5,Cancelled,Matched,Valid,Valid
902440,5005946,UPS,2023-05-17,2023-05-29,667.55,10685.1,Pending,Matched,Valid,Valid
902441,5009664,DHL,2025-07-24,2025-08-10,539.64,10451.2,Returned,Matched,Valid,Valid
902442,5011081,DHL Express,2025-10-08,2025-10-18,407.2,6151.1,Pending,Matched,Valid,Valid
902443,5005779,FedEx,,,182.65,4321.1,Cancelled,Matched,Missing Shipment Date,Missing Delivery Date
902444,5011563,UPS,2021-11-21,,549.76,9270.6,Returned,Matched,Valid,Missing Delivery Date
902445,5008635,Maersk,2025-01-28,2025-02-11,589.84,10934.4,Returned,Matched,Valid,Valid
902446,5000818,DHL,2024-09-05,2024-09-19,272.79,6547.0,Pending,Matched,Valid,Valid
902447,5009268,Blue Dart,2026-05-27,2026-06-07,511.21,9482.6,Pending,Matched,Valid,Valid
902448,5010232,Maersk,2024-07-30,2024-08-04,174.23,2803.3,Shipped,Matched,Valid,Valid
902449,5001897,UPS,2024-11-19,,543.08,,Pending,Matched,Valid,Missing Delivery Date
902450,5005548,DHL,2025-01-30,2025-02-16,654.97,9273.1,Delivered,Matched,Valid,Valid
902451,5007646,DHL Express,2026-05-03,2026-05-19,476.91,8250.3,Returned,Matched,Valid,Valid
902452,5005380,DHL,2025-11-30,2025-12-02,50.73,979.4,Pending,Matched,Valid,Valid
902453,5003720,FedEx,,,567.5,8937.1,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902454,5000213,DHL,2023-11-05,2023-11-13,286.93,5169.6,Returned,Matched,Valid,Valid
902455,5008463,UPS,2023-11-07,2023-07-20,,5946.5,Returned,Matched,Valid,Delivery Before Shipment
902456,5004043,Maersk,2026-02-06,2026-02-17,485.89,7354.5,Pending,Matched,Valid,Valid
902457,5001296,FedEx,2024-02-04,2024-02-05,36.9,499.4,Pending,Matched,Valid,Valid
902458,5007736,Blue Dart,2025-12-17,2026-01-01,689.92,10670.4,Returned,Matched,Valid,Valid
902459,5009986,FedEx,2026-05-14,2026-05-24,283.59,5801.8,Pending,Matched,Valid,Valid
902460,5010678,FedEx,2025-07-05,2025-07-06,44.38,868.4,Pending,Matched,Valid,Valid
902461,5007882,FedEx,2025-01-04,2025-01-17,611.98,10331.1,Returned,Matched,Valid,Valid
902462,5002811,Maersk,2025-09-09,2025-09-27,686.74,11331.0,Returned,Matched,Valid,Valid
902463,5010741,Maersk,2026-05-11,,427.13,,Shipped,Matched,Valid,Missing Delivery Date
902464,5003002,DHL Express,2026-05-21,2026-05-22,41.43,578.2,Pending,Matched,Valid,Valid
902465,5006370,Blue Dart,2025-06-19,2025-06-30,465.05,7683.0,Delivered,Matched,Valid,Valid
902466,5009393,Maersk,2022-01-22,2022-01-23,21.1,280.8,Shipped,Matched,Valid,Valid
902467,5005760,UPS,2023-12-12,2023-12-23,473.59,6669.5,Delivered,Matched,Valid,Valid
902468,5004609,DHL Express,2026-05-23,2026-06-04,514.4,8962.6,Shipped,Matched,Valid,Valid
902469,5010545,UPS,2025-08-27,2025-09-18,,11203.3,Shipped,Matched,Valid,Valid
902470,5011047,DHL Express,2023-10-18,2023-11-04,392.76,9154.7,Delivered,Matched,Valid,Valid
902471,5009853,Blue Dart,2025-08-17,2025-09-01,461.33,8100.9,Shipped,Matched,Valid,Valid
902472,5007221,FedEx,2026-02-10,2026-02-18,200.73,3733.3,Returned,Matched,Valid,Valid
902473,5000754,Blue Dart,2023-11-05,,249.89,5018.2,Pending,Matched,Valid,Missing Delivery Date
902474,5011692,DHL,2024-03-12,2024-03-13,35.81,428.1,Shipped,Matched,Valid,Valid
902475,5010058,DHL Express,2024-04-28,2024-05-15,464.17,10037.0,Cancelled,Matched,Valid,Valid
902476,5006706,DHL,2026-06-17,2026-06-18,54.63,776.9,Shipped,Matched,Valid,Valid
902477,5009329,DHL Express,,,561.93,8621.1,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902478,5004233,FedEx,2025-01-22,2025-01-23,31.54,422.8,Returned,Matched,Valid,Valid
902479,5003651,Maersk,,,396.7,6006.3,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902480,5010507,DHL,2023-07-12,2023-07-20,325.42,5347.3,Delivered,Matched,Valid,Valid
902481,5001136,FedEx,,,60.42,907.0,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902482,5003495,UPS,2023-06-24,2023-06-25,53.18,1182.8,Pending,Matched,Valid,Valid
902483,5011714,UPS,,,,8856.3,Cancelled,Matched,Missing Shipment Date,Missing Delivery Date
902484,5000296,Blue Dart,2025-04-16,2025-04-17,35.93,434.9,Pending,Matched,Valid,Valid
902485,5001826,DHL Express,2025-07-04,2025-07-14,329.7,5914.7,Shipped,Matched,Valid,Valid
902486,5008004,DHL,2025-11-21,2025-12-01,331.2,7613.3,Shipped,Matched,Valid,Valid
902487,5008817,Blue Dart,2023-09-20,2023-09-22,151.6,2352.5,Pending,Matched,Valid,Valid
902488,5004558,FedEx,2025-01-06,2025-01-22,,8611.1,Cancelled,Matched,Valid,Valid
902489,5000131,FedEx,2026-05-07,2026-05-11,250.8,3566.4,Returned,Matched,Valid,Valid
902490,5002231,UPS,,,507.73,8763.0,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902491,5011952,FedEx,,,640.43,9500.0,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902492,5004353,DHL Express,2026-03-24,2026-03-31,330.8,5915.3,Returned,Matched,Valid,Valid
902493,5010537,FedEx,,,494.3,8576.1,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902494,5005101,FedEx,2025-06-01,2025-06-03,80.48,1802.7,Shipped,Matched,Valid,Valid
902495,5007072,DHL Express,,,299.36,,Cancelled,Matched,Missing Shipment Date,Missing Delivery Date
902496,5009368,DHL,2024-06-29,2024-06-30,45.93,731.5,Pending,Matched,Valid,Valid
902497,5006902,FedEx,,,137.12,2168.4,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902498,5004554,UPS,2026-02-23,2026-03-07,620.38,10860.7,Shipped,Matched,Valid,Valid
902499,5007670,DHL Express,2024-07-26,2024-08-08,544.82,11594.8,Delivered,Matched,Valid,Valid
902500,5005509,UPS,2025-05-21,2025-05-26,262.99,4432.4,Shipped,Matched,Valid,Valid
902501,5005704,Blue Dart,,,3.0,130.4,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902502,5007765,FedEx,2024-08-20,2024-08-21,35.3,239.6,Delivered,Matched,Valid,Valid
902503,5001990,DHL,2024-12-01,2024-12-12,425.61,6799.8,Delivered,Matched,Valid,Valid
902504,5004806,FedEx,2026-06-06,2026-06-18,492.96,9510.7,Shipped,Matched,Valid,Valid
902505,5006079,Maersk,2023-02-12,2023-02-19,169.63,3277.9,Shipped,Matched,Valid,Valid
902506,5008205,Maersk,2024-02-24,2024-03-08,348.6,8174.6,Delivered,Matched,Valid,Valid
902507,5005776,Blue Dart,2026-04-25,2026-05-07,446.35,8102.5,Shipped,Matched,Valid,Valid
902508,5005355,DHL,2025-05-07,2025-05-08,40.52,473.7,Delivered,Matched,Valid,Valid
902509,5001476,FedEx,2026-05-18,2026-05-28,428.88,6344.7,Pending,Matched,Valid,Valid
902510,5000637,Maersk,2025-02-20,2025-02-23,164.48,2650.4,Shipped,Matched,Valid,Valid
902511,5004458,DHL,2025-09-04,2025-09-13,292.28,5371.8,Returned,Matched,Valid,Valid
902512,5004110,DHL Express,2026-04-13,2026-04-14,16.88,284.5,Pending,Matched,Valid,Valid
902513,5008370,FedEx,2026-06-09,2026-06-25,477.75,10497.5,Shipped,Matched,Valid,Valid
902514,5010647,UPS,2021-09-09,2021-09-14,348.11,5099.6,Returned,Matched,Valid,Valid
902515,5008517,DHL Express,2025-08-21,2025-08-29,320.1,7194.4,Pending,Matched,Valid,Valid
902516,5002224,DHL,2022-12-13,2022-12-24,285.37,6206.4,Cancelled,Matched,Valid,Valid
902517,5001193,Blue Dart,2026-04-03,,579.31,8602.7,Shipped,Matched,Valid,Missing Delivery Date
902518,5003123,DHL Express,2023-04-16,2023-04-22,200.11,3040.2,Returned,Matched,Valid,Valid
902519,5009068,Maersk,2026-01-24,2026-02-07,578.89,8223.7,Cancelled,Matched,Valid,Valid
902520,5011671,DHL,2025-08-24,2025-09-09,556.56,9095.1,Delivered,Matched,Valid,Valid
902521,5000106,UPS,2023-11-14,2023-12-02,482.3,8357.4,Delivered,Matched,Valid,Valid
902522,5004595,UPS,2025-09-16,2025-09-17,70.66,867.0,Cancelled,Matched,Valid,Valid
902523,5001728,DHL,2025-05-24,,448.8,7937.9,Delivered,Matched,Valid,Missing Delivery Date
902524,5000815,FedEx,2025-05-02,2025-05-14,402.6,6996.5,Pending,Matched,Valid,Valid
902525,5006145,DHL Express,2025-09-19,2025-09-24,218.6,3394.0,Returned,Matched,Valid,Valid
902526,5007986,FedEx,2026-03-14,2026-03-18,181.27,2886.6,Shipped,Matched,Valid,Valid
902527,5009296,FedEx,2024-10-20,2024-10-29,322.42,7330.3,Pending,Matched,Valid,Valid
902528,5007708,UPS,2026-01-29,2026-02-06,263.62,4746.1,Shipped,Matched,Valid,Valid
902529,5011524,UPS,,,705.96,10704.9,Returned,Matched,Missing Shipment Date,Missing Delivery Date
902530,5010825,FedEx,2024-10-04,2024-10-17,540.54,8031.4,Cancelled,Matched,Valid,Valid
902531,5008953,Maersk,2025-08-01,2025-08-12,455.48,8056.0,Delivered,Matched,Valid,Valid
902532,5009673,Blue Dart,2024-10-25,2024-11-06,753.25,11266.0,Pending,Matched,Valid,Valid
902533,5005409,FedEx,2026-04-26,2026-05-13,671.2,11253.7,Cancelled,Matched,Valid,Valid
902534,5007889,Maersk,2025-10-01,2025-10-28,566.89,11676.1,Delivered,Matched,Valid,Valid
902535,5011308,DHL,2025-09-06,2025-09-14,197.68,4127.2,Returned,Matched,Valid,Valid
902536,5001549,FedEx,,,514.71,9679.1,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902537,5001882,FedEx,2022-10-17,2022-10-19,108.6,1721.3,Delivered,Matched,Valid,Valid
902538,5005864,DHL Express,2026-07-08,2026-09-07,23.69,114.6,Delivered,Matched,Valid,Valid
902539,5007010,DHL Express,2026-02-15,2026-02-21,338.65,,Cancelled,Matched,Valid,Valid
902540,5011589,FedEx,2024-01-15,2024-02-06,525.28,9374.3,Shipped,Matched,Valid,Valid
902541,5001873,UPS,2025-02-01,2025-02-03,122.43,,Cancelled,Matched,Valid,Valid
902542,5009151,DHL Express,,,713.66,11153.8,Returned,Matched,Missing Shipment Date,Missing Delivery Date
902543,5001981,FedEx,2024-09-06,2024-09-16,209.86,4349.0,Cancelled,Matched,Valid,Valid
902544,5011994,FedEx,2024-03-24,2024-04-08,339.14,6964.8,Delivered,Matched,Valid,Valid
902545,5006684,FedEx,2025-09-16,2025-09-27,442.86,10083.9,Pending,Matched,Valid,Valid
902546,5003351,Blue Dart,2022-10-26,2022-02-11,386.52,5582.7,Pending,Matched,Valid,Delivery Before Shipment
902547,5008477,FedEx,2026-06-08,2026-06-16,312.88,6914.1,Pending,Matched,Valid,Valid
902548,5010803,DHL,2020-10-15,2020-10-16,54.13,964.8,Returned,Matched,Valid,Valid
902549,5009275,DHL Express,,,83.71,,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902550,5005138,FedEx,2026-02-18,2026-02-27,382.45,5549.0,Pending,Matched,Valid,Valid
902551,5001566,FedEx,2023-10-01,2023-10-02,37.36,597.1,Delivered,Matched,Valid,Valid
902552,5006959,FedEx,2025-10-21,2025-11-02,290.84,5740.9,Pending,Matched,Valid,Valid
902553,5010594,Maersk,,,53.91,1095.7,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902554,5006650,UPS,2025-07-03,2025-07-09,121.22,2548.7,Pending,Matched,Valid,Valid
902555,5007062,FedEx,2024-10-23,2024-11-06,506.02,7462.1,Returned,Matched,Valid,Valid
902556,5011391,Blue Dart,2023-11-18,2023-12-01,335.49,5499.3,Cancelled,Matched,Valid,Valid
902557,5008920,FedEx,2024-09-21,2024-09-23,139.58,2370.4,Shipped,Matched,Valid,Valid
902558,5003528,DHL Express,,,390.79,7727.7,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902559,5002985,Maersk,2022-12-19,,523.87,11123.8,Returned,Matched,Valid,Missing Delivery Date
902560,5001420,UPS,2026-01-12,2026-01-29,465.99,11506.7,Shipped,Matched,Valid,Valid
902561,5006877,DHL Express,2026-05-28,2026-05-29,24.43,283.9,Cancelled,Matched,Valid,Valid
902562,5011587,DHL Express,2025-08-16,2025-09-04,621.18,11965.3,Returned,Matched,Valid,Valid
902563,5001095,FedEx,2026-04-26,2026-05-01,162.19,2328.5,Pending,Matched,Valid,Valid
902564,5007655,Maersk,2026-03-05,2026-03-26,763.0,11308.3,Shipped,Matched,Valid,Valid
902565,5010532,Maersk,2023-10-10,2023-10-20,311.25,6072.3,Delivered,Matched,Valid,Valid
902566,5011539,DHL,,,493.38,9997.0,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902567,5000470,Maersk,,,251.83,4494.8,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902568,5007665,FedEx,2025-12-25,2025-12-26,25.26,283.0,Returned,Matched,Valid,Valid
902569,5000118,FedEx,2025-01-24,2025-02-03,,,Shipped,Matched,Valid,Valid
902570,5007694,DHL,2026-06-19,2026-06-22,146.78,2398.9,Delivered,Matched,Valid,Valid
902571,5004430,UPS,2026-07-19,2026-07-30,504.61,9376.7,Pending,Matched,Valid,Valid
902572,5005625,UPS,2025-10-22,2025-11-12,425.28,9217.7,Returned,Matched,Valid,Valid
902573,5001812,UPS,2026-05-18,,269.03,5001.4,Delivered,Matched,Valid,Missing Delivery Date
902574,5004977,Maersk,2023-12-27,2023-12-28,96.76,1368.0,Delivered,Matched,Valid,Valid
902575,5003153,Maersk,2024-08-25,2024-08-30,301.16,4711.2,Pending,Matched,Valid,Valid
902576,5003776,DHL Express,2025-02-20,2025-03-18,529.17,10819.9,Returned,Matched,Valid,Valid
902577,5001233,Maersk,2026-03-12,2026-03-29,704.25,10932.6,Pending,Matched,Valid,Valid
902578,5010093,UPS,,,,9218.5,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902579,5008368,FedEx,2025-05-16,2025-05-22,145.58,2860.0,Delivered,Matched,Valid,Valid
902580,5001240,FedEx,2026-04-10,2026-04-22,,7331.0,Shipped,Matched,Valid,Valid
902581,5005072,FedEx,2023-02-19,2023-02-21,108.89,2096.5,Delivered,Matched,Valid,Valid
902582,5009447,FedEx,2025-06-25,2025-07-02,312.26,5829.3,Pending,Matched,Valid,Valid
902583,5010478,DHL Express,2025-08-22,2025-08-30,259.17,4245.4,Cancelled,Matched,Valid,Valid
902584,5001935,DHL,2024-02-02,2024-02-16,556.2,7940.7,Returned,Matched,Valid,Valid
902585,5003290,DHL Express,2026-07-03,2026-07-17,708.05,10756.8,Delivered,Matched,Valid,Valid
902586,5009069,DHL,2024-04-13,2024-04-25,768.13,11400.7,Shipped,Matched,Valid,Valid
902587,5001928,FedEx,2023-12-15,2023-12-17,120.65,2279.8,Returned,Matched,Valid,Valid
902588,5002808,DHL,,,21.49,163.3,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902589,5008238,FedEx,2024-03-30,2024-04-10,451.6,,Shipped,Matched,Valid,Valid
902590,5009393,UPS,2022-01-25,2022-01-28,164.51,2447.8,Shipped,Matched,Valid,Valid
902591,5002523,DHL,2023-12-20,2023-12-26,273.7,4790.6,Shipped,Matched,Valid,Valid
902592,5010267,FedEx,,,351.7,6331.1,Delivered,Matched,Missing Shipment Date,Missing Delivery Date
902593,5011246,DHL Express,2024-12-16,2024-12-26,230.29,5259.6,Cancelled,Matched,Valid,Valid
902594,5003489,DHL,2026-02-22,2026-02-23,12.34,149.0,Cancelled,Matched,Valid,Valid
902595,5003177,FedEx,,,21.82,76.3,Returned,Matched,Missing Shipment Date,Missing Delivery Date
902596,5009704,DHL Express,,,608.81,11753.4,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902597,5011212,DHL Express,2024-09-24,2024-09-25,35.96,781.5,Returned,Matched,Valid,Valid
902598,5003934,DHL,2026-07-18,2026-07-19,42.16,733.2,Delivered,Matched,Valid,Valid
902599,5008084,Maersk,2024-03-29,2024-04-06,,7589.3,Pending,Matched,Valid,Valid
902600,5009117,FedEx,2023-04-04,2023-04-15,434.73,6941.1,Delivered,Matched,Valid,Valid
902601,5008002,UPS,,,183.71,3927.0,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902602,5008250,Blue Dart,2024-02-19,2024-03-09,767.83,10989.6,Returned,Matched,Valid,Valid
902603,5006173,FedEx,2026-01-29,2026-02-02,247.57,3931.0,Pending,Matched,Valid,Valid
902604,5009480,FedEx,2025-12-20,2025-12-28,329.34,6940.2,Pending,Matched,Valid,Valid
902605,5002821,DHL Express,2025-12-12,2026-01-08,469.5,11239.6,Delivered,Matched,Valid,Valid
902606,5005660,DHL,2021-12-12,2021-12-18,214.32,3943.4,Shipped,Matched,Valid,Valid
902607,5010026,DHL Express,2025-01-20,2025-02-05,408.68,7358.7,Delivered,Matched,Valid,Valid
902608,5001340,Maersk,,,342.85,5831.0,Pending,Matched,Missing Shipment Date,Missing Delivery Date
902609,5009946,Blue Dart,,,24.95,298.0,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902610,5010795,FedEx,,,194.88,2851.0,Shipped,Matched,Missing Shipment Date,Missing Delivery Date
902611,5004802,FedEx,2024-12-29,2024-12-30,22.34,319.6,Delivered,Matched,Valid,Valid
902612,5006739,DHL,2025-05-12,2025-05-22,386.85,8307.1,Cancelled,Matched,Valid,Valid
902613,5006133,Maersk,2026-06-03,2026-06-15,310.48,6713.4,Delivered,Matched,Valid,Valid
